,date,R_eff median,R_eff lower bound 95% CI,R_eff upper bound 95% CI
247,2020-11-01,1.3321519143022393,0.9510906625756909,1.6839548751755784
248,2020-11-02,1.2706604770699683,0.9498725378844534,1.6045128660582426
249,2020-11-03,1.2047758617535917,0.9350019265450478,1.5246217290023836
250,2020-11-04,1.1550209356903407,0.929523718283184,1.4336006994231183
251,2020-11-05,1.1085282001851935,0.9054172931267626,1.3881632335207175
252,2020-11-06,1.082500130367095,0.8495660170225446,1.3402457267131522
253,2020-11-07,1.0635688466922923,0.8309167539043983,1.292094124739184
254,2020-11-08,1.049845278448673,0.8208568360101933,1.257187828864628
255,2020-11-09,1.0419890049084533,0.8090963806996857,1.2320447143537763
256,2020-11-10,1.0344031716057116,0.8131917156197045,1.2163259434508886
257,2020-11-11,1.0340696300858276,0.8179601901828971,1.1946781640342001
258,2020-11-12,1.034671105854269,0.8531739703658842,1.1825927269856735
259,2020-11-13,1.0357528436363697,0.8746538598326032,1.1804910964559683
260,2020-11-14,1.0360915359684166,0.8721536743923022,1.187095276476885
261,2020-11-15,1.037867595545746,0.8687321090093048,1.2121019854780777
262,2020-11-16,1.0373553930117412,0.8706249031276594,1.244916092723788
263,2020-11-17,1.0398430446868336,0.8527501425490098,1.2610751356642111
264,2020-11-18,1.0403428083682515,0.8361660981166462,1.2770952839531884
265,2020-11-19,1.0371614718498408,0.8441181196019272,1.262120729032891
266,2020-11-20,1.031860419695334,0.8484814251808777,1.278767724508409
267,2020-11-21,1.0278379120514465,0.8530323589237258,1.2471375451873834
268,2020-11-22,1.0225190392062014,0.8568872735099082,1.204354410805542
269,2020-11-23,1.0162445063703691,0.8379784002166004,1.1883977544233848
270,2020-11-24,1.0088918055671243,0.812000948195268,1.169707017642687
271,2020-11-25,1.0011531993340186,0.7840954903746171,1.169021610339089
272,2020-11-26,0.9917183020273432,0.7604755406407583,1.162935785604334
273,2020-11-27,0.9824069887616182,0.7426164857368661,1.1835534737385072
274,2020-11-28,0.9780160410986102,0.72671292239437,1.2005306078146643
275,2020-11-29,0.9784265791153752,0.7114707404609056,1.1975786922145124
276,2020-11-30,0.9878106846849541,0.7242050047178481,1.2079938849046987
277,2020-12-01,1.0046084277303642,0.735177567865097,1.217241549888521
278,2020-12-02,1.0179879132520862,0.7787236907689902,1.2386640425589575
279,2020-12-03,1.0405502736424128,0.8386746116095269,1.300233744337477
280,2020-12-04,1.0661088865300434,0.8742595978600339,1.3854637191302608
281,2020-12-05,1.0946209585412054,0.9165043419428938,1.4860103526721218
282,2020-12-06,1.1196102408530346,0.9278727547272538,1.5858196131125453
283,2020-12-07,1.1408475508245888,0.9350648133796682,1.6399737984371354
284,2020-12-08,1.1585236180159102,0.922222580228886,1.6734888469438634
285,2020-12-09,1.1591646183621962,0.8936052526951649,1.6619390088067696
286,2020-12-10,1.1444691584040307,0.8383159358426414,1.586887682548041
287,2020-12-11,1.1100807599776,0.7237332898951024,1.5029875422516508
288,2020-12-12,1.0517607342199877,0.5854943103549373,1.401468491228456
289,2020-12-13,0.9823799844115821,0.48512004677451975,1.2848087488222528
290,2020-12-14,0.8800764573569646,0.40226999192012963,1.1728597053866059
291,2020-12-15,0.7729168719393678,0.3369326302577877,1.1178390079344969
292,2020-12-16,0.6922267266256987,0.31113765156337353,1.0838502420510279
293,2020-12-17,0.6334895585404527,0.2973543843207927,1.0537848009432453
294,2020-12-18,0.602532987413612,0.28314759532313477,1.0279056276242384
295,2020-12-19,0.5827432362128615,0.2666390369453751,1.0457343130594794
296,2020-12-20,0.5768565560435451,0.25801159653828654,1.0437834124992686
297,2020-12-21,0.574703865714185,0.25560311851293627,1.0523767831851203
298,2020-12-22,0.5714837334920415,0.2525103915270918,1.0523724274435815
299,2020-12-23,0.5700709659963645,0.25148863393617976,1.0523717982884888
300,2020-12-24,0.5700133669522083,0.24978933860056696,1.0523719189780576
301,2020-12-25,0.5699861407373144,0.24963268560629862,1.052372099087557
302,2020-12-26,0.5699732348383072,0.24963210723506063,1.052372220831069
303,2020-12-27,0.5699671004048678,0.24963191635491846,1.0523722894499603
304,2020-12-28,0.5699641769651952,0.2496318533275275,1.0523723253191877
305,2020-12-29,0.5699627803050764,0.24963183250749696,1.0523723433781913
306,2020-12-30,0.5699555008495654,0.2496318256280113,1.052372352286929
307,2020-12-31,0.5699509146760001,0.24963182335476336,1.0523723566311924
