date,federalState,schoolVacation,population
2020-10-18,Hamburg,5,1892122
2020-10-18,Hessen,5,6391360
2020-10-18,Mecklenburg-Vorpommern,0,1628378
2020-10-18,Niedersachsen,5,8140242
2020-10-18,Nordrhein-Westfalen,5,18139116
2020-10-18,Rheinland-Pfalz,5,4158150
2020-10-18,Saarland,5,992666
2020-10-18,Sachsen,0,4086152
2020-10-18,Sachsen-Anhalt,0,2186643
2020-10-18,Schleswig-Holstein,5,2953270
2020-10-18,Thüringen,2,2126836
2020-10-25,Baden-Württemberg,0,11280257
2020-10-25,Bayern,0,13369393
2020-10-25,Berlin,5,3755251
2020-10-25,Brandenburg,5,2573135
2020-10-25,Bremen,5,684864
2020-10-25,Hamburg,0,1892122
2020-10-25,Hessen,0,6391360
2020-10-25,Mecklenburg-Vorpommern,0,1628378
2020-10-25,Niedersachsen,5,8140242
2020-10-25,Nordrhein-Westfalen,5,18139116
2020-10-25,Rheinland-Pfalz,5,4158150
2020-10-25,Saarland,5,992666
2020-10-25,Sachsen,5,4086152
2020-10-25,Sachsen-Anhalt,5,2186643
2020-10-25,Schleswig-Holstein,0,2953270
2020-10-25,Thüringen,5,2126836
2020-11-01,Baden-Württemberg,5,11280257
2020-11-01,Bayern,2,13369393
2020-11-01,Berlin,0,3755251
2020-11-01,Brandenburg,0,2573135
2020-11-01,Bremen,0,684864
2020-11-01,Hamburg,0,1892122
2020-11-01,Hessen,0,6391360
2020-11-01,Mecklenburg-Vorpommern,0,1628378
2020-11-01,Niedersachsen,0,8140242
2020-11-01,Nordrhein-Westfalen,0,18139116
2020-11-01,Rheinland-Pfalz,0,4158150
2020-11-01,Saarland,0,992666
2020-11-01,Sachsen,5,4086152
2020-11-01,Sachsen-Anhalt,0,2186643
2020-11-01,Schleswig-Holstein,0,2953270
2020-11-01,Thüringen,5,2126836
2020-11-08,Baden-Württemberg,0,11280257
2020-11-08,Bayern,5,13369393
2020-11-08,Berlin,0,3755251
2020-11-08,Brandenburg,0,2573135
2020-11-08,Bremen,0,684864
2020-11-08,Hamburg,0,1892122
2020-11-08,Hessen,0,6391360
2020-11-08,Mecklenburg-Vorpommern,0,1628378
2020-11-08,Niedersachsen,0,8140242
2020-11-08,Nordrhein-Westfalen,0,18139116
2020-11-08,Rheinland-Pfalz,0,4158150
2020-11-08,Saarland,0,992666
2020-11-08,Sachsen,0,4086152
2020-11-08,Sachsen-Anhalt,0,2186643
2020-11-08,Schleswig-Holstein,0,2953270
2020-11-08,Thüringen,0,2126836
2020-11-15,Baden-Württemberg,0,11280257
2020-11-15,Bayern,0,13369393
2020-11-15,Berlin,0,3755251
2020-11-15,Brandenburg,0,2573135
2020-11-15,Bremen,0,684864
2020-11-15,Hamburg,0,1892122
2020-11-15,Hessen,0,6391360
2020-11-15,Mecklenburg-Vorpommern,0,1628378
2020-11-15,Niedersachsen,0,8140242
2020-11-15,Nordrhein-Westfalen,0,18139116
2020-11-15,Rheinland-Pfalz,0,4158150
2020-11-15,Saarland,0,992666
2020-11-15,Sachsen,0,4086152
2020-11-15,Sachsen-Anhalt,0,2186643
2020-11-15,Schleswig-Holstein,0,2953270
2020-11-15,Thüringen,0,2126836
2020-11-22,Baden-Württemberg,0,11280257
2020-11-22,Bayern,1,13369393
2020-11-22,Berlin,0,3755251
2020-11-22,Brandenburg,0,2573135
2020-11-22,Bremen,0,684864
2020-11-22,Hamburg,0,1892122
2020-11-22,Hessen,0,6391360
2020-11-22,Mecklenburg-Vorpommern,0,1628378
2020-11-22,Niedersachsen,0,8140242
2020-11-22,Nordrhein-Westfalen,0,18139116
2020-11-22,Rheinland-Pfalz,0,4158150
2020-11-22,Saarland,0,992666
2020-11-22,Sachsen,0,4086152
2020-11-22,Sachsen-Anhalt,0,2186643
2020-11-22,Schleswig-Holstein,0,2953270
2020-11-22,Thüringen,0,2126836
2020-11-29,Baden-Württemberg,0,11280257
2020-11-29,Bayern,0,13369393
2020-11-29,Berlin,0,3755251
2020-11-29,Brandenburg,0,2573135
2020-11-29,Bremen,0,684864
2020-11-29,Hamburg,0,1892122
2020-11-29,Hessen,0,6391360
2020-11-29,Mecklenburg-Vorpommern,0,1628378
2020-11-29,Niedersachsen,0,8140242
2020-11-29,Nordrhein-Westfalen,0,18139116
2020-11-29,Rheinland-Pfalz,0,4158150
2020-11-29,Saarland,0,992666
2020-11-29,Sachsen,0,4086152
2020-11-29,Sachsen-Anhalt,0,2186643
2020-11-29,Schleswig-Holstein,0,2953270
2020-11-29,Thüringen,0,2126836
2020-12-06,Baden-Württemberg,0,11280257
2020-12-06,Bayern,0,13369393
2020-12-06,Berlin,0,3755251
2020-12-06,Brandenburg,0,2573135
2020-12-06,Bremen,0,684864
2020-12-06,Hamburg,0,1892122
2020-12-06,Hessen,0,6391360
2020-12-06,Mecklenburg-Vorpommern,0,1628378
2020-12-06,Niedersachsen,0,8140242
2020-12-06,Nordrhein-Westfalen,0,18139116
2020-12-06,Rheinland-Pfalz,0,4158150
2020-12-06,Saarland,0,992666
2020-12-06,Sachsen,0,4086152
2020-12-06,Sachsen-Anhalt,0,2186643
2020-12-06,Schleswig-Holstein,0,2953270
2020-12-06,Thüringen,0,2126836
2020-12-13,Baden-Württemberg,0,11280257
2020-12-13,Bayern,0,13369393
2020-12-13,Berlin,0,3755251
2020-12-13,Brandenburg,0,2573135
2020-12-13,Bremen,0,684864
2020-12-13,Hamburg,0,1892122
2020-12-13,Hessen,0,6391360
2020-12-13,Mecklenburg-Vorpommern,0,1628378
2020-12-13,Niedersachsen,0,8140242
2020-12-13,Nordrhein-Westfalen,0,18139116
2020-12-13,Rheinland-Pfalz,0,4158150
2020-12-13,Saarland,0,992666
2020-12-13,Sachsen,0,4086152
2020-12-13,Sachsen-Anhalt,0,2186643
2020-12-13,Schleswig-Holstein,0,2953270
2020-12-13,Thüringen,0,2126836
2020-12-20,Baden-Württemberg,0,11280257
2020-12-20,Bayern,0,13369393
2020-12-20,Berlin,0,3755251
2020-12-20,Brandenburg,0,2573135
2020-12-20,Bremen,0,684864
2020-12-20,Hamburg,0,1892122
2020-12-20,Hessen,0,6391360
2020-12-20,Mecklenburg-Vorpommern,0,1628378
2020-12-20,Niedersachsen,0,8140242
2020-12-20,Nordrhein-Westfalen,0,18139116
2020-12-20,Rheinland-Pfalz,0,4158150
2020-12-20,Saarland,0,992666
2020-12-20,Sachsen,0,4086152
2020-12-20,Sachsen-Anhalt,0,2186643
2020-12-20,Schleswig-Holstein,0,2953270
2020-12-20,Thüringen,0,2126836
2020-12-27,Baden-Württemberg,3,11280257
2020-12-27,Bayern,3,13369393
2020-12-27,Berlin,5,3755251
2020-12-27,Brandenburg,3,2573135
2020-12-27,Bremen,5,684864
2020-12-27,Hamburg,5,1892122
2020-12-27,Hessen,5,6391360
2020-12-27,Mecklenburg-Vorpommern,5,1628378
2020-12-27,Niedersachsen,5,8140242
2020-12-27,Nordrhein-Westfalen,5,18139116
2020-12-27,Rheinland-Pfalz,5,4158150
2020-12-27,Saarland,5,992666
2020-12-27,Sachsen,5,4086152
2020-12-27,Sachsen-Anhalt,5,2186643
2020-12-27,Schleswig-Holstein,5,2953270
2020-12-27,Thüringen,3,2126836
2021-01-03,Baden-Württemberg,5,11280257
2021-01-03,Bayern,5,13369393
2021-01-03,Berlin,5,3755251
2021-01-03,Brandenburg,5,2573135
2021-01-03,Bremen,5,684864
2021-01-03,Hamburg,5,1892122
2021-01-03,Hessen,5,6391360
2021-01-03,Mecklenburg-Vorpommern,5,1628378
2021-01-03,Niedersachsen,5,8140242
2021-01-03,Nordrhein-Westfalen,5,18139116
2021-01-03,Rheinland-Pfalz,4,4158150
2021-01-03,Saarland,4,992666
2021-01-03,Sachsen,5,4086152
2021-01-03,Sachsen-Anhalt,5,2186643
2021-01-03,Schleswig-Holstein,5,2953270
2021-01-03,Thüringen,5,2126836
2021-01-10,Baden-Württemberg,0,11280257
2021-01-10,Bayern,0,13369393
2021-01-10,Berlin,0,3755251
2021-01-10,Brandenburg,0,2573135
2021-01-10,Bremen,0,684864
2021-01-10,Hamburg,0,1892122
2021-01-10,Hessen,0,6391360
2021-01-10,Mecklenburg-Vorpommern,0,1628378
2021-01-10,Niedersachsen,0,8140242
2021-01-10,Nordrhein-Westfalen,0,18139116
2021-01-10,Rheinland-Pfalz,4,4158150
2021-01-10,Saarland,4,992666
2021-01-10,Sachsen,0,4086152
2021-01-10,Sachsen-Anhalt,0,2186643
2021-01-10,Schleswig-Holstein,0,2953270
2021-01-10,Thüringen,0,2126836
2021-01-17,Baden-Württemberg,0,11280257
2021-01-17,Bayern,0,13369393
2021-01-17,Berlin,0,3755251
2021-01-17,Brandenburg,0,2573135
2021-01-17,Bremen,0,684864
2021-01-17,Hamburg,0,1892122
2021-01-17,Hessen,0,6391360
2021-01-17,Mecklenburg-Vorpommern,0,1628378
2021-01-17,Niedersachsen,0,8140242
2021-01-17,Nordrhein-Westfalen,0,18139116
2021-01-17,Rheinland-Pfalz,4,4158150
2021-01-17,Saarland,4,992666
2021-01-17,Sachsen,0,4086152
2021-01-17,Sachsen-Anhalt,0,2186643
2021-01-17,Schleswig-Holstein,0,2953270
2021-01-17,Thüringen,0,2126836
2021-01-24,Baden-Württemberg,0,11280257
2021-01-24,Bayern,0,13369393
2021-01-24,Berlin,0,3755251
2021-01-24,Brandenburg,0,2573135
2021-01-24,Bremen,0,684864
2021-01-24,Hamburg,0,1892122
2021-01-24,Hessen,0,6391360
2021-01-24,Mecklenburg-Vorpommern,0,1628378
2021-01-24,Niedersachsen,0,8140242
2021-01-24,Nordrhein-Westfalen,0,18139116
2021-01-24,Rheinland-Pfalz,4,4158150
2021-01-24,Saarland,4,992666
2021-01-24,Sachsen,0,4086152
2021-01-24,Sachsen-Anhalt,0,2186643
2021-01-24,Schleswig-Holstein,0,2953270
2021-01-24,Thüringen,0,2126836
2021-01-31,Baden-Württemberg,0,11280257
2021-01-31,Bayern,0,13369393
2021-01-31,Berlin,0,3755251
2021-01-31,Brandenburg,0,2573135
2021-01-31,Bremen,0,684864
2021-01-31,Hamburg,1,1892122
2021-01-31,Hessen,0,6391360
2021-01-31,Mecklenburg-Vorpommern,0,1628378
2021-01-31,Niedersachsen,0,8140242
2021-01-31,Nordrhein-Westfalen,0,18139116
2021-01-31,Rheinland-Pfalz,0,4158150
2021-01-31,Saarland,0,992666
2021-01-31,Sachsen,0,4086152
2021-01-31,Sachsen-Anhalt,0,2186643
2021-01-31,Schleswig-Holstein,0,2953270
2021-01-31,Thüringen,5,2126836
2021-02-07,Baden-Württemberg,0,11280257
2021-02-07,Bayern,0,13369393
2021-02-07,Berlin,5,3755251
2021-02-07,Brandenburg,5,2573135
2021-02-07,Bremen,2,684864
2021-02-07,Hamburg,0,1892122
2021-02-07,Hessen,0,6391360
2021-02-07,Mecklenburg-Vorpommern,0,1628378
2021-02-07,Niedersachsen,2,8140242
2021-02-07,Nordrhein-Westfalen,0,18139116
2021-02-07,Rheinland-Pfalz,0,4158150
2021-02-07,Saarland,0,992666
2021-02-07,Sachsen,5,4086152
2021-02-07,Sachsen-Anhalt,0,2186643
2021-02-07,Schleswig-Holstein,0,2953270
2021-02-07,Thüringen,0,2126836
2021-02-14,Baden-Württemberg,0,11280257
2021-02-14,Bayern,0,13369393
2021-02-14,Berlin,0,3755251
2021-02-14,Brandenburg,0,2573135
2021-02-14,Bremen,0,684864
2021-02-14,Hamburg,0,1892122
2021-02-14,Hessen,0,6391360
2021-02-14,Mecklenburg-Vorpommern,0,1628378
2021-02-14,Niedersachsen,0,8140242
2021-02-14,Nordrhein-Westfalen,0,18139116
2021-02-14,Rheinland-Pfalz,0,4158150
2021-02-14,Saarland,0,992666
2021-02-14,Sachsen,0,4086152
2021-02-14,Sachsen-Anhalt,5,2186643
2021-02-14,Schleswig-Holstein,0,2953270
2021-02-14,Thüringen,0,2126836
2021-02-21,Baden-Württemberg,0,11280257
2021-02-21,Bayern,0,13369393
2021-02-21,Berlin,0,3755251
2021-02-21,Brandenburg,0,2573135
2021-02-21,Bremen,0,684864
2021-02-21,Hamburg,0,1892122
2021-02-21,Hessen,0,6391360
2021-02-21,Mecklenburg-Vorpommern,2,1628378
2021-02-21,Niedersachsen,0,8140242
2021-02-21,Nordrhein-Westfalen,0,18139116
2021-02-21,Rheinland-Pfalz,0,4158150
2021-02-21,Saarland,5,992666
2021-02-21,Sachsen,0,4086152
2021-02-21,Sachsen-Anhalt,0,2186643
2021-02-21,Schleswig-Holstein,0,2953270
2021-02-21,Thüringen,0,2126836
2021-02-28,Baden-Württemberg,0,11280257
2021-02-28,Bayern,0,13369393
2021-02-28,Berlin,0,3755251
2021-02-28,Brandenburg,0,2573135
2021-02-28,Bremen,0,684864
2021-02-28,Hamburg,0,1892122
2021-02-28,Hessen,0,6391360
2021-02-28,Mecklenburg-Vorpommern,0,1628378
2021-02-28,Niedersachsen,0,8140242
2021-02-28,Nordrhein-Westfalen,0,18139116
2021-02-28,Rheinland-Pfalz,0,4158150
2021-02-28,Saarland,0,992666
2021-02-28,Sachsen,0,4086152
2021-02-28,Sachsen-Anhalt,0,2186643
2021-02-28,Schleswig-Holstein,0,2953270
2021-02-28,Thüringen,0,2126836
2023-01-01,Baden-Württemberg,5,11280257
2023-01-01,Bayern,5,13369393
2023-01-01,Berlin,5,3755251
2023-01-01,Brandenburg,5,2573135
2023-01-01,Bremen,5,684864
2023-01-01,Hamburg,5,1892122
2023-01-01,Hessen,5,6391360
2023-01-01,Mecklenburg-Vorpommern,5,1628378
2023-01-01,Niedersachsen,5,8140242
2023-01-01,Nordrhein-Westfalen,5,18139116
2023-01-01,Rheinland-Pfalz,5,4158150
2023-01-01,Saarland,5,992666
2023-01-01,Sachsen,5,4086152
2023-01-01,Sachsen-Anhalt,5,2186643
2023-01-01,Schleswig-Holstein,5,2953270
2023-01-01,Thüringen,5,2126836
2023-01-08,Baden-Württemberg,5,11280257
2023-01-08,Bayern,5,13369393
2023-01-08,Berlin,1,3755251
2023-01-08,Brandenburg,2,2573135
2023-01-08,Bremen,5,684864
2023-01-08,Hamburg,5,1892122
2023-01-08,Hessen,5,6391360
2023-01-08,Mecklenburg-Vorpommern,1,1628378
2023-01-08,Niedersachsen,5,8140242
2023-01-08,Nordrhein-Westfalen,5,18139116
2023-01-08,Rheinland-Pfalz,1,4158150
2023-01-08,Saarland,3,992666
2023-01-08,Sachsen,1,4086152
2023-01-08,Sachsen-Anhalt,4,2186643
2023-01-08,Schleswig-Holstein,5,2953270
2023-01-08,Thüringen,3,2126836
2023-01-15,Baden-Württemberg,0,11280257
2023-01-15,Bayern,0,13369393
2023-01-15,Berlin,0,3755251
2023-01-15,Brandenburg,0,2573135
2023-01-15,Bremen,0,684864
2023-01-15,Hamburg,0,1892122
2023-01-15,Hessen,0,6391360
2023-01-15,Mecklenburg-Vorpommern,0,1628378
2023-01-15,Niedersachsen,0,8140242
2023-01-15,Nordrhein-Westfalen,0,18139116
2023-01-15,Rheinland-Pfalz,0,4158150
2023-01-15,Saarland,0,992666
2023-01-15,Sachsen,0,4086152
2023-01-15,Sachsen-Anhalt,0,2186643
2023-01-15,Schleswig-Holstein,0,2953270
2023-01-15,Thüringen,0,2126836
2023-01-22,Baden-Württemberg,0,11280257
2023-01-22,Bayern,0,13369393
2023-01-22,Berlin,0,3755251
2023-01-22,Brandenburg,0,2573135
2023-01-22,Bremen,0,684864
2023-01-22,Hamburg,0,1892122
2023-01-22,Hessen,0,6391360
2023-01-22,Mecklenburg-Vorpommern,0,1628378
2023-01-22,Niedersachsen,0,8140242
2023-01-22,Nordrhein-Westfalen,0,18139116
2023-01-22,Rheinland-Pfalz,0,4158150
2023-01-22,Saarland,0,992666
2023-01-22,Sachsen,0,4086152
2023-01-22,Sachsen-Anhalt,0,2186643
2023-01-22,Schleswig-Holstein,0,2953270
2023-01-22,Thüringen,0,2126836
2023-01-29,Baden-Württemberg,0,11280257
2023-01-29,Bayern,0,13369393
2023-01-29,Berlin,0,3755251
2023-01-29,Brandenburg,0,2573135
2023-01-29,Bremen,0,684864
2023-01-29,Hamburg,1,1892122
2023-01-29,Hessen,0,6391360
2023-01-29,Mecklenburg-Vorpommern,0,1628378
2023-01-29,Niedersachsen,0,8140242
2023-01-29,Nordrhein-Westfalen,0,18139116
2023-01-29,Rheinland-Pfalz,0,4158150
2023-01-29,Saarland,0,992666
2023-01-29,Sachsen,0,4086152
2023-01-29,Sachsen-Anhalt,0,2186643
2023-01-29,Schleswig-Holstein,0,2953270
2023-01-29,Thüringen,0,2126836
2023-02-05,Baden-Württemberg,0,11280257
2023-02-05,Bayern,0,13369393
2023-02-05,Berlin,5,3755251
2023-02-05,Brandenburg,5,2573135
2023-02-05,Bremen,4,684864
2023-02-05,Hamburg,0,1892122
2023-02-05,Hessen,0,6391360
2023-02-05,Mecklenburg-Vorpommern,0,1628378
2023-02-05,Niedersachsen,2,8140242
2023-02-05,Nordrhein-Westfalen,0,18139116
2023-02-05,Rheinland-Pfalz,0,4158150
2023-02-05,Saarland,0,992666
2023-02-05,Sachsen,0,4086152
2023-02-05,Sachsen-Anhalt,0,2186643
2023-02-05,Schleswig-Holstein,0,2953270
2023-02-05,Thüringen,0,2126836
2023-02-12,Baden-Württemberg,0,11280257
2023-02-12,Bayern,0,13369393
2023-02-12,Berlin,0,3755251
2023-02-12,Brandenburg,0,2573135
2023-02-12,Bremen,0,684864
2023-02-12,Hamburg,0,1892122
2023-02-12,Hessen,0,6391360
2023-02-12,Mecklenburg-Vorpommern,5,1628378
2023-02-12,Niedersachsen,0,8140242
2023-02-12,Nordrhein-Westfalen,0,18139116
2023-02-12,Rheinland-Pfalz,0,4158150
2023-02-12,Saarland,0,992666
2023-02-12,Sachsen,0,4086152
2023-02-12,Sachsen-Anhalt,5,2186643
2023-02-12,Schleswig-Holstein,0,2953270
2023-02-12,Thüringen,0,2126836
2023-02-19,Baden-Württemberg,0,11280257
2023-02-19,Bayern,0,13369393
2023-02-19,Berlin,0,3755251
2023-02-19,Brandenburg,0,2573135
2023-02-19,Bremen,0,684864
2023-02-19,Hamburg,0,1892122
2023-02-19,Hessen,0,6391360
2023-02-19,Mecklenburg-Vorpommern,0,1628378
2023-02-19,Niedersachsen,0,8140242
2023-02-19,Nordrhein-Westfalen,0,18139116
2023-02-19,Rheinland-Pfalz,0,4158150
2023-02-19,Saarland,0,992666
2023-02-19,Sachsen,5,4086152
2023-02-19,Sachsen-Anhalt,0,2186643
2023-02-19,Schleswig-Holstein,0,2953270
2023-02-19,Thüringen,5,2126836
2023-02-26,Baden-Württemberg,0,11280257
2023-02-26,Bayern,5,13369393
2023-02-26,Berlin,0,3755251
2023-02-26,Brandenburg,0,2573135
2023-02-26,Bremen,0,684864
2023-02-26,Hamburg,0,1892122
2023-02-26,Hessen,0,6391360
2023-02-26,Mecklenburg-Vorpommern,0,1628378
2023-02-26,Niedersachsen,0,8140242
2023-02-26,Nordrhein-Westfalen,0,18139116
2023-02-26,Rheinland-Pfalz,0,4158150
2023-02-26,Saarland,5,992666
2023-02-26,Sachsen,5,4086152
2023-02-26,Sachsen-Anhalt,0,2186643
2023-02-26,Schleswig-Holstein,0,2953270
2023-02-26,Thüringen,0,2126836
2023-03-05,Baden-Württemberg,0,11280257
2023-03-05,Bayern,0,13369393
2023-03-05,Berlin,0,3755251
2023-03-05,Brandenburg,0,2573135
2023-03-05,Bremen,0,684864
2023-03-05,Hamburg,0,1892122
2023-03-05,Hessen,0,6391360
2023-03-05,Mecklenburg-Vorpommern,0,1628378
2023-03-05,Niedersachsen,0,8140242
2023-03-05,Nordrhein-Westfalen,0,18139116
2023-03-05,Rheinland-Pfalz,0,4158150
2023-03-05,Saarland,0,992666
2023-03-05,Sachsen,0,4086152
2023-03-05,Sachsen-Anhalt,0,2186643
2023-03-05,Schleswig-Holstein,0,2953270
2023-03-05,Thüringen,0,2126836
2023-03-12,Baden-Württemberg,0,11280257
2023-03-12,Bayern,0,13369393
2023-03-12,Berlin,0,3755251
2023-03-12,Brandenburg,0,2573135
2023-03-12,Bremen,0,684864
2023-03-12,Hamburg,5,1892122
2023-03-12,Hessen,0,6391360
2023-03-12,Mecklenburg-Vorpommern,0,1628378
2023-03-12,Niedersachsen,0,8140242
2023-03-12,Nordrhein-Westfalen,0,18139116
2023-03-12,Rheinland-Pfalz,0,4158150
2023-03-12,Saarland,0,992666
2023-03-12,Sachsen,0,4086152
2023-03-12,Sachsen-Anhalt,0,2186643
2023-03-12,Schleswig-Holstein,0,2953270
2023-03-12,Thüringen,0,2126836
2023-03-19,Baden-Württemberg,0,11280257
2023-03-19,Bayern,0,13369393
2023-03-19,Berlin,0,3755251
2023-03-19,Brandenburg,0,2573135
2023-03-19,Bremen,0,684864
2023-03-19,Hamburg,5,1892122
2023-03-19,Hessen,0,6391360
2023-03-19,Mecklenburg-Vorpommern,0,1628378
2023-03-19,Niedersachsen,0,8140242
2023-03-19,Nordrhein-Westfalen,0,18139116
2023-03-19,Rheinland-Pfalz,0,4158150
2023-03-19,Saarland,0,992666
2023-03-19,Sachsen,0,4086152
2023-03-19,Sachsen-Anhalt,0,2186643
2023-03-19,Schleswig-Holstein,0,2953270
2023-03-19,Thüringen,0,2126836
2023-03-26,Baden-Württemberg,0,11280257
2023-03-26,Bayern,0,13369393
2023-03-26,Berlin,0,3755251
2023-03-26,Brandenburg,0,2573135
2023-03-26,Bremen,0,684864
2023-03-26,Hamburg,0,1892122
2023-03-26,Hessen,0,6391360
2023-03-26,Mecklenburg-Vorpommern,0,1628378
2023-03-26,Niedersachsen,0,8140242
2023-03-26,Nordrhein-Westfalen,0,18139116
2023-03-26,Rheinland-Pfalz,0,4158150
2023-03-26,Saarland,0,992666
2023-03-26,Sachsen,0,4086152
2023-03-26,Sachsen-Anhalt,0,2186643
2023-03-26,Schleswig-Holstein,0,2953270
2023-03-26,Thüringen,0,2126836
2023-04-02,Baden-Württemberg,0,11280257
2023-04-02,Bayern,0,13369393
2023-04-02,Berlin,0,3755251
2023-04-02,Brandenburg,0,2573135
2023-04-02,Bremen,0,684864
2023-04-02,Hamburg,0,1892122
2023-04-02,Hessen,0,6391360
2023-04-02,Mecklenburg-Vorpommern,0,1628378
2023-04-02,Niedersachsen,5,8140242
2023-04-02,Nordrhein-Westfalen,0,18139116
2023-04-02,Rheinland-Pfalz,0,4158150
2023-04-02,Saarland,0,992666
2023-04-02,Sachsen,0,4086152
2023-04-02,Sachsen-Anhalt,0,2186643
2023-04-02,Schleswig-Holstein,0,2953270
2023-04-02,Thüringen,0,2126836
2023-04-09,Baden-Württemberg,1,11280257
2023-04-09,Bayern,5,13369393
2023-04-09,Berlin,5,3755251
2023-04-09,Brandenburg,5,2573135
2023-04-09,Bremen,5,684864
2023-04-09,Hamburg,0,1892122
2023-04-09,Hessen,5,6391360
2023-04-09,Mecklenburg-Vorpommern,5,1628378
2023-04-09,Niedersachsen,5,8140242
2023-04-09,Nordrhein-Westfalen,5,18139116
2023-04-09,Rheinland-Pfalz,4,4158150
2023-04-09,Saarland,0,992666
2023-04-09,Sachsen,1,4086152
2023-04-09,Sachsen-Anhalt,5,2186643
2023-04-09,Schleswig-Holstein,2,2953270
2023-04-09,Thüringen,5,2126836
2023-04-16,Baden-Württemberg,5,11280257
2023-04-16,Bayern,5,13369393
2023-04-16,Berlin,5,3755251
2023-04-16,Brandenburg,5,2573135
2023-04-16,Bremen,2,684864
2023-04-16,Hamburg,0,1892122
2023-04-16,Hessen,5,6391360
2023-04-16,Mecklenburg-Vorpommern,3,1628378
2023-04-16,Niedersachsen,2,8140242
2023-04-16,Nordrhein-Westfalen,5,18139116
2023-04-16,Rheinland-Pfalz,0,4158150
2023-04-16,Saarland,3,992666
2023-04-16,Sachsen,5,4086152
2023-04-16,Sachsen-Anhalt,0,2186643
2023-04-16,Schleswig-Holstein,5,2953270
2023-04-16,Thüringen,5,2126836
2023-04-23,Baden-Württemberg,0,11280257
2023-04-23,Bayern,0,13369393
2023-04-23,Berlin,0,3755251
2023-04-23,Brandenburg,0,2573135
2023-04-23,Bremen,0,684864
2023-04-23,Hamburg,0,1892122
2023-04-23,Hessen,5,6391360
2023-04-23,Mecklenburg-Vorpommern,0,1628378
2023-04-23,Niedersachsen,0,8140242
2023-04-23,Nordrhein-Westfalen,0,18139116
2023-04-23,Rheinland-Pfalz,0,4158150
2023-04-23,Saarland,0,992666
2023-04-23,Sachsen,0,4086152
2023-04-23,Sachsen-Anhalt,0,2186643
2023-04-23,Schleswig-Holstein,5,2953270
2023-04-23,Thüringen,0,2126836
2023-04-30,Baden-Württemberg,0,11280257
2023-04-30,Bayern,0,13369393
2023-04-30,Berlin,0,3755251
2023-04-30,Brandenburg,0,2573135
2023-04-30,Bremen,0,684864
2023-04-30,Hamburg,0,1892122
2023-04-30,Hessen,0,6391360
2023-04-30,Mecklenburg-Vorpommern,0,1628378
2023-04-30,Niedersachsen,0,8140242
2023-04-30,Nordrhein-Westfalen,0,18139116
2023-04-30,Rheinland-Pfalz,0,4158150
2023-04-30,Saarland,0,992666
2023-04-30,Sachsen,0,4086152
2023-04-30,Sachsen-Anhalt,0,2186643
2023-04-30,Schleswig-Holstein,0,2953270
2023-04-30,Thüringen,0,2126836
2023-05-07,Baden-Württemberg,0,11280257
2023-05-07,Bayern,0,13369393
2023-05-07,Berlin,0,3755251
2023-05-07,Brandenburg,0,2573135
2023-05-07,Bremen,0,684864
2023-05-07,Hamburg,0,1892122
2023-05-07,Hessen,0,6391360
2023-05-07,Mecklenburg-Vorpommern,0,1628378
2023-05-07,Niedersachsen,0,8140242
2023-05-07,Nordrhein-Westfalen,0,18139116
2023-05-07,Rheinland-Pfalz,0,4158150
2023-05-07,Saarland,0,992666
2023-05-07,Sachsen,0,4086152
2023-05-07,Sachsen-Anhalt,0,2186643
2023-05-07,Schleswig-Holstein,0,2953270
2023-05-07,Thüringen,0,2126836
2023-05-14,Baden-Württemberg,0,11280257
2023-05-14,Bayern,0,13369393
2023-05-14,Berlin,0,3755251
2023-05-14,Brandenburg,0,2573135
2023-05-14,Bremen,0,684864
2023-05-14,Hamburg,0,1892122
2023-05-14,Hessen,0,6391360
2023-05-14,Mecklenburg-Vorpommern,0,1628378
2023-05-14,Niedersachsen,0,8140242
2023-05-14,Nordrhein-Westfalen,0,18139116
2023-05-14,Rheinland-Pfalz,0,4158150
2023-05-14,Saarland,0,992666
2023-05-14,Sachsen,0,4086152
2023-05-14,Sachsen-Anhalt,0,2186643
2023-05-14,Schleswig-Holstein,0,2953270
2023-05-14,Thüringen,0,2126836
2023-05-21,Baden-Württemberg,0,11280257
2023-05-21,Bayern,0,13369393
2023-05-21,Berlin,1,3755251
2023-05-21,Brandenburg,0,2573135
2023-05-21,Bremen,0,684864
2023-05-21,Hamburg,5,1892122
2023-05-21,Hessen,0,6391360
2023-05-21,Mecklenburg-Vorpommern,1,1628378
NA,Niedersachsen,1,8140242
2023-05-21,Nordrhein-Westfalen,0,18139116
2023-05-21,Rheinland-Pfalz,0,4158150
2023-05-21,Saarland,0,992666
2023-05-21,Sachsen,1,4086152
2023-05-21,Sachsen-Anhalt,5,2186643
2023-05-21,Schleswig-Holstein,0,2953270
2023-05-21,Thüringen,1,2126836
2023-05-28,Baden-Württemberg,0,11280257
2023-05-28,Bayern,0,13369393
2023-05-28,Berlin,1,3755251
2023-05-28,Brandenburg,0,2573135
2023-05-28,Bremen,1,684864
2023-05-28,Hamburg,5,1892122
2023-05-28,Hessen,0,6391360
2023-05-28,Mecklenburg-Vorpommern,1,1628378
2023-05-28,Niedersachsen,0,8140242
2023-05-28,Nordrhein-Westfalen,0,18139116
2023-05-28,Rheinland-Pfalz,0,4158150
2023-05-28,Saarland,0,992666
