date,federalState,schoolVacation,population
2024-03-24,Bremen,5,0
2024-03-24,Hamburg,5,0
2024-03-24,Hessen,0,0
2024-03-24,Mecklenburg-Vorpommern,0,0
2024-03-24,Niedersachsen,5,0
2024-03-24,Nordrhein-Westfalen,0,0
2024-03-24,Rheinland-Pfalz,0,0
2024-03-24,Saarland,0,0
2024-03-24,Sachsen,0,0
2024-03-24,Sachsen-Anhalt,0,0
2024-03-24,Schleswig-Holstein,0,0
2024-03-24,Thüringen,0,0
2024-03-31,Baden-Württemberg,5,0
2024-03-31,Bayern,5,0
2024-03-31,Berlin,5,0
2024-03-31,Brandenburg,5,0
2024-03-31,Bremen,4,0
2024-03-31,Hamburg,4,0
2024-03-31,Hessen,5,0
2024-03-31,Mecklenburg-Vorpommern,5,0
2024-03-31,Niedersachsen,4,0
2024-03-31,Nordrhein-Westfalen,5,0
2024-03-31,Rheinland-Pfalz,5,0
2024-03-31,Saarland,5,0
2024-03-31,Sachsen,2,0
2024-03-31,Sachsen-Anhalt,5,0
2024-03-31,Schleswig-Holstein,0,0
2024-03-31,Thüringen,5,0
2024-04-07,Baden-Württemberg,5,0
2024-04-07,Bayern,5,0
2024-04-07,Berlin,5,0
2024-04-07,Brandenburg,5,0
2024-04-07,Bremen,0,0
2024-04-07,Hamburg,0,0
2024-04-07,Hessen,5,0
2024-04-07,Mecklenburg-Vorpommern,3,0
2024-04-07,Niedersachsen,0,0
2024-04-07,Nordrhein-Westfalen,5,0
2024-04-07,Rheinland-Pfalz,2,0
2024-04-07,Saarland,5,0
2024-04-07,Sachsen,5,0
2024-04-07,Sachsen-Anhalt,0,0
2024-04-07,Schleswig-Holstein,5,0
2024-04-07,Thüringen,5,0
2024-04-14,Baden-Württemberg,0,0
2024-04-14,Bayern,0,0
2024-04-14,Berlin,0,0
2024-04-14,Brandenburg,0,0
2024-04-14,Bremen,0,0
2024-04-14,Hamburg,0,0
2024-04-14,Hessen,5,0
2024-04-14,Mecklenburg-Vorpommern,0,0
2024-04-14,Niedersachsen,0,0
2024-04-14,Nordrhein-Westfalen,0,0
2024-04-14,Rheinland-Pfalz,0,0
2024-04-14,Saarland,0,0
2024-04-14,Sachsen,0,0
2024-04-14,Sachsen-Anhalt,0,0
2024-04-14,Schleswig-Holstein,5,0
2024-04-14,Thüringen,0,0
2024-04-21,Baden-Württemberg,0,0
2024-04-21,Bayern,0,0
2024-04-21,Berlin,0,0
2024-04-21,Brandenburg,0,0
2024-04-21,Bremen,0,0
2024-04-21,Hamburg,0,0
2024-04-21,Hessen,0,0
2024-04-21,Mecklenburg-Vorpommern,0,0
2024-04-21,Niedersachsen,0,0
2024-04-21,Nordrhein-Westfalen,0,0
2024-04-21,Rheinland-Pfalz,0,0
2024-04-21,Saarland,0,0
2024-04-21,Sachsen,0,0
2024-04-21,Sachsen-Anhalt,0,0
2024-04-21,Schleswig-Holstein,5,0
2024-04-21,Thüringen,0,0
2024-04-28,Baden-Württemberg,0,0
2024-04-28,Bayern,0,0
2024-04-28,Berlin,0,0
2024-04-28,Brandenburg,0,0
2024-04-28,Bremen,0,0
2024-04-28,Hamburg,0,0
2024-04-28,Hessen,0,0
2024-04-28,Mecklenburg-Vorpommern,0,0
2024-04-28,Niedersachsen,0,0
2024-04-28,Nordrhein-Westfalen,0,0
2024-04-28,Rheinland-Pfalz,0,0
2024-04-28,Saarland,0,0
2024-04-28,Sachsen,0,0
2024-04-28,Sachsen-Anhalt,0,0
2024-04-28,Schleswig-Holstein,0,0
2024-04-28,Thüringen,0,0
2024-05-05,Baden-Württemberg,0,0
2024-05-05,Bayern,0,0
2024-05-05,Berlin,0,0
2024-05-05,Brandenburg,0,0
2024-05-05,Bremen,0,0
2024-05-05,Hamburg,0,0
2024-05-05,Hessen,0,0
2024-05-05,Mecklenburg-Vorpommern,0,0
2024-05-05,Niedersachsen,0,0
2024-05-05,Nordrhein-Westfalen,0,0
2024-05-05,Rheinland-Pfalz,0,0
2024-05-05,Saarland,0,0
2024-05-05,Sachsen,0,0
2024-05-05,Sachsen-Anhalt,0,0
2024-05-05,Schleswig-Holstein,0,0
2024-05-05,Thüringen,0,0
2024-05-12,Baden-Württemberg,0,0
2024-05-12,Bayern,0,0
2024-05-12,Berlin,1,0
2024-05-12,Brandenburg,0,0
2024-05-12,Bremen,1,0
2024-05-12,Hamburg,1,0
2024-05-12,Hessen,0,0
2024-05-12,Mecklenburg-Vorpommern,1,0
2024-05-12,Niedersachsen,1,0
2024-05-12,Nordrhein-Westfalen,0,0
2024-05-12,Rheinland-Pfalz,0,0
2024-05-12,Saarland,0,0
2024-05-12,Sachsen,1,0
2024-05-12,Sachsen-Anhalt,0,0
2024-05-12,Schleswig-Holstein,1,0
2024-05-12,Thüringen,1,0
2024-05-19,Baden-Württemberg,0,0
2024-05-19,Bayern,0,0
2024-05-19,Berlin,0,0
2024-05-19,Brandenburg,0,0
2024-05-19,Bremen,0,0
2024-05-19,Hamburg,0,0
2024-05-19,Hessen,0,0
2024-05-19,Mecklenburg-Vorpommern,0,0
2024-05-19,Niedersachsen,0,0
2024-05-19,Nordrhein-Westfalen,0,0
2024-05-19,Rheinland-Pfalz,0,0
2024-05-19,Saarland,0,0
2024-05-19,Sachsen,0,0
2024-05-19,Sachsen-Anhalt,0,0
2024-05-19,Schleswig-Holstein,0,0
2024-05-19,Thüringen,0,0
2024-05-26,Baden-Württemberg,4,0
2024-05-26,Bayern,4,0
2024-05-26,Berlin,0,0
2024-05-26,Brandenburg,0,0
2024-05-26,Bremen,1,0
2024-05-26,Hamburg,4,0
2024-05-26,Hessen,0,0
2024-05-26,Mecklenburg-Vorpommern,4,0
2024-05-26,Niedersachsen,1,0
2024-05-26,Nordrhein-Westfalen,1,0
2024-05-26,Rheinland-Pfalz,4,0
2024-05-26,Saarland,4,0
2024-05-26,Sachsen,2,0
2024-05-26,Sachsen-Anhalt,4,0
2024-05-26,Schleswig-Holstein,0,0
2024-05-26,Thüringen,0,0
2024-06-02,Baden-Württemberg,5,0
2024-06-02,Bayern,5,0
2024-06-02,Berlin,0,0
2024-06-02,Brandenburg,0,0
2024-06-02,Bremen,0,0
2024-06-02,Hamburg,0,0
2024-06-02,Hessen,0,0
2024-06-02,Mecklenburg-Vorpommern,0,0
2024-06-02,Niedersachsen,0,0
2024-06-02,Nordrhein-Westfalen,0,0
2024-06-02,Rheinland-Pfalz,3,0
2024-06-02,Saarland,0,0
2024-06-02,Sachsen,0,0
2024-06-02,Sachsen-Anhalt,0,0
2024-06-02,Schleswig-Holstein,0,0
2024-06-02,Thüringen,0,0
2024-06-09,Baden-Württemberg,0,0
2024-06-09,Bayern,0,0
2024-06-09,Berlin,0,0
2024-06-09,Brandenburg,0,0
2024-06-09,Bremen,0,0
2024-06-09,Hamburg,0,0
2024-06-09,Hessen,0,0
2024-06-09,Mecklenburg-Vorpommern,0,0
2024-06-09,Niedersachsen,0,0
2024-06-09,Nordrhein-Westfalen,0,0
2024-06-09,Rheinland-Pfalz,0,0
2024-06-09,Saarland,0,0
2024-06-09,Sachsen,0,0
2024-06-09,Sachsen-Anhalt,0,0
2024-06-09,Schleswig-Holstein,0,0
2024-06-09,Thüringen,0,0
2024-06-16,Baden-Württemberg,0,0
2024-06-16,Bayern,0,0
2024-06-16,Berlin,0,0
2024-06-16,Brandenburg,0,0
2024-06-16,Bremen,0,0
2024-06-16,Hamburg,0,0
2024-06-16,Hessen,0,0
2024-06-16,Mecklenburg-Vorpommern,0,0
2024-06-16,Niedersachsen,0,0
2024-06-16,Nordrhein-Westfalen,0,0
2024-06-16,Rheinland-Pfalz,0,0
2024-06-16,Saarland,0,0
2024-06-16,Sachsen,0,0
2024-06-16,Sachsen-Anhalt,0,0
2024-06-16,Schleswig-Holstein,0,0
2024-06-16,Thüringen,0,0
2024-06-23,Baden-Württemberg,0,0
2024-06-23,Bayern,0,0
2024-06-23,Berlin,0,0
2024-06-23,Brandenburg,0,0
2024-06-23,Bremen,0,0
2024-06-23,Hamburg,0,0
2024-06-23,Hessen,0,0
2024-06-23,Mecklenburg-Vorpommern,0,0
2024-06-23,Niedersachsen,0,0
2024-06-23,Nordrhein-Westfalen,0,0
2024-06-23,Rheinland-Pfalz,0,0
2024-06-23,Saarland,0,0
2024-06-23,Sachsen,2,0
2024-06-23,Sachsen-Anhalt,0,0
2024-06-23,Schleswig-Holstein,0,0
2024-06-23,Thüringen,2,0
2024-06-30,Baden-Württemberg,0,0
2024-06-30,Bayern,0,0
2024-06-30,Berlin,0,0
2024-06-30,Brandenburg,0,0
2024-06-30,Bremen,5,0
2024-06-30,Hamburg,0,0
2024-06-30,Hessen,0,0
2024-06-30,Mecklenburg-Vorpommern,0,0
2024-06-30,Niedersachsen,5,0
2024-06-30,Nordrhein-Westfalen,0,0
2024-06-30,Rheinland-Pfalz,0,0
2024-06-30,Saarland,0,0
2024-06-30,Sachsen,5,0
2024-06-30,Sachsen-Anhalt,5,0
2024-06-30,Schleswig-Holstein,0,0
2024-06-30,Thüringen,5,0
2024-07-07,Baden-Württemberg,0,0
2024-07-07,Bayern,0,0
2024-07-07,Berlin,0,0
2024-07-07,Brandenburg,0,0
2024-07-07,Bremen,5,0
2024-07-07,Hamburg,0,0
2024-07-07,Hessen,0,0
2024-07-07,Mecklenburg-Vorpommern,0,0
2024-07-07,Niedersachsen,5,0
2024-07-07,Nordrhein-Westfalen,0,0
2024-07-07,Rheinland-Pfalz,0,0
2024-07-07,Saarland,0,0
2024-07-07,Sachsen,5,0
2024-07-07,Sachsen-Anhalt,5,0
2024-07-07,Schleswig-Holstein,0,0
2024-07-07,Thüringen,5,0
2024-07-14,Baden-Württemberg,0,0
2024-07-14,Bayern,0,0
2024-07-14,Berlin,0,0
2024-07-14,Brandenburg,0,0
2024-07-14,Bremen,5,0
2024-07-14,Hamburg,0,0
2024-07-14,Hessen,0,0
2024-07-14,Mecklenburg-Vorpommern,0,0
2024-07-14,Niedersachsen,5,0
2024-07-14,Nordrhein-Westfalen,5,0
2024-07-14,Rheinland-Pfalz,0,0
2024-07-14,Saarland,0,0
2024-07-14,Sachsen,5,0
2024-07-14,Sachsen-Anhalt,5,0
2024-07-14,Schleswig-Holstein,0,0
2024-07-14,Thüringen,5,0
2024-07-21,Baden-Württemberg,0,0
2024-07-21,Bayern,0,0
2024-07-21,Berlin,2,0
2024-07-21,Brandenburg,2,0
2024-07-21,Bremen,5,0
2024-07-21,Hamburg,2,0
2024-07-21,Hessen,5,0
2024-07-21,Mecklenburg-Vorpommern,0,0
2024-07-21,Niedersachsen,5,0
2024-07-21,Nordrhein-Westfalen,5,0
2024-07-21,Rheinland-Pfalz,5,0
2024-07-21,Saarland,5,0
2024-07-21,Sachsen,5,0
2024-07-21,Sachsen-Anhalt,5,0
2024-07-21,Schleswig-Holstein,0,0
2024-07-21,Thüringen,5,0
2024-07-28,Baden-Württemberg,2,0
2024-07-28,Bayern,0,0
2024-07-28,Berlin,5,0
2024-07-28,Brandenburg,5,0
2024-07-28,Bremen,5,0
2024-07-28,Hamburg,5,0
2024-07-28,Hessen,5,0
2024-07-28,Mecklenburg-Vorpommern,5,0
2024-07-28,Niedersachsen,5,0
2024-07-28,Nordrhein-Westfalen,5,0
2024-07-28,Rheinland-Pfalz,5,0
2024-07-28,Saarland,5,0
2024-07-28,Sachsen,5,0
2024-07-28,Sachsen-Anhalt,5,0
2024-07-28,Schleswig-Holstein,5,0
2024-07-28,Thüringen,5,0
2024-08-04,Baden-Württemberg,5,0
2024-08-04,Bayern,5,0
2024-08-04,Berlin,5,0
2024-08-04,Brandenburg,5,0
2024-08-04,Bremen,5,0
2024-08-04,Hamburg,5,0
2024-08-04,Hessen,5,0
2024-08-04,Mecklenburg-Vorpommern,5,0
2024-08-04,Niedersachsen,5,0
2024-08-04,Nordrhein-Westfalen,5,0
2024-08-04,Rheinland-Pfalz,5,0
2024-08-04,Saarland,5,0
2024-08-04,Sachsen,5,0
2024-08-04,Sachsen-Anhalt,5,0
2024-08-04,Schleswig-Holstein,5,0
2024-08-04,Thüringen,3,0
2024-08-11,Baden-Württemberg,5,0
2024-08-11,Bayern,5,0
2024-08-11,Berlin,5,0
2024-08-11,Brandenburg,5,0
2024-08-11,Bremen,0,0
2024-08-11,Hamburg,5,0
2024-08-11,Hessen,5,0
2024-08-11,Mecklenburg-Vorpommern,5,0
2024-08-11,Niedersachsen,0,0
2024-08-11,Nordrhein-Westfalen,5,0
2024-08-11,Rheinland-Pfalz,5,0
2024-08-11,Saarland,5,0
2024-08-11,Sachsen,0,0
2024-08-11,Sachsen-Anhalt,0,0
2024-08-11,Schleswig-Holstein,5,0
2024-08-11,Thüringen,0,0
2024-08-18,Baden-Württemberg,5,0
2024-08-18,Bayern,5,0
2024-08-18,Berlin,5,0
2024-08-18,Brandenburg,5,0
2024-08-18,Bremen,0,0
2024-08-18,Hamburg,5,0
2024-08-18,Hessen,5,0
2024-08-18,Mecklenburg-Vorpommern,5,0
2024-08-18,Niedersachsen,0,0
2024-08-18,Nordrhein-Westfalen,5,0
2024-08-18,Rheinland-Pfalz,5,0
2024-08-18,Saarland,5,0
2024-08-18,Sachsen,0,0
2024-08-18,Sachsen-Anhalt,0,0
2024-08-18,Schleswig-Holstein,5,0
2024-08-18,Thüringen,0,0
2024-08-25,Baden-Württemberg,5,0
2024-08-25,Bayern,5,0
2024-08-25,Berlin,5,0
2024-08-25,Brandenburg,5,0
2024-08-25,Bremen,0,0
2024-08-25,Hamburg,5,0
2024-08-25,Hessen,5,0
2024-08-25,Mecklenburg-Vorpommern,5,0
2024-08-25,Niedersachsen,0,0
2024-08-25,Nordrhein-Westfalen,2,0
2024-08-25,Rheinland-Pfalz,5,0
2024-08-25,Saarland,5,0
2024-08-25,Sachsen,0,0
2024-08-25,Sachsen-Anhalt,0,0
2024-08-25,Schleswig-Holstein,5,0
2024-08-25,Thüringen,0,0
2024-09-01,Baden-Württemberg,5,0
2024-09-01,Bayern,5,0
2024-09-01,Berlin,5,0
2024-09-01,Brandenburg,5,0
2024-09-01,Bremen,0,0
2024-09-01,Hamburg,5,0
2024-09-01,Hessen,0,0
2024-09-01,Mecklenburg-Vorpommern,5,0
2024-09-01,Niedersachsen,0,0
2024-09-01,Nordrhein-Westfalen,0,0
2024-09-01,Rheinland-Pfalz,0,0
2024-09-01,Saarland,0,0
2024-09-01,Sachsen,0,0
2024-09-01,Sachsen-Anhalt,0,0
2024-09-01,Schleswig-Holstein,5,0
2024-09-01,Thüringen,0,0
2024-09-08,Baden-Württemberg,5,0
2024-09-08,Bayern,5,0
2024-09-08,Berlin,0,0
2024-09-08,Brandenburg,0,0
2024-09-08,Bremen,0,0
2024-09-08,Hamburg,0,0
2024-09-08,Hessen,0,0
2024-09-08,Mecklenburg-Vorpommern,0,0
2024-09-08,Niedersachsen,0,0
2024-09-08,Nordrhein-Westfalen,0,0
2024-09-08,Rheinland-Pfalz,0,0
2024-09-08,Saarland,0,0
2024-09-08,Sachsen,0,0
2024-09-08,Sachsen-Anhalt,0,0
2024-09-08,Schleswig-Holstein,0,0
2024-09-08,Thüringen,0,0
2024-09-15,Baden-Württemberg,0,0
2024-09-15,Bayern,1,0
2024-09-15,Berlin,0,0
2024-09-15,Brandenburg,0,0
2024-09-15,Bremen,0,0
2024-09-15,Hamburg,0,0
2024-09-15,Hessen,0,0
2024-09-15,Mecklenburg-Vorpommern,0,0
2024-09-15,Niedersachsen,0,0
2024-09-15,Nordrhein-Westfalen,0,0
2024-09-15,Rheinland-Pfalz,0,0
2024-09-15,Saarland,0,0
2024-09-15,Sachsen,0,0
2024-09-15,Sachsen-Anhalt,0,0
2024-09-15,Schleswig-Holstein,0,0
2024-09-15,Thüringen,0,0
2024-09-22,Baden-Württemberg,0,0
2024-09-22,Bayern,0,0
2024-09-22,Berlin,0,0
2024-09-22,Brandenburg,0,0
2024-09-22,Bremen,0,0
2024-09-22,Hamburg,0,0
2024-09-22,Hessen,0,0
2024-09-22,Mecklenburg-Vorpommern,0,0
2024-09-22,Niedersachsen,0,0
2024-09-22,Nordrhein-Westfalen,0,0
2024-09-22,Rheinland-Pfalz,0,0
2024-09-22,Saarland,0,0
2024-09-22,Sachsen,0,0
2024-09-22,Sachsen-Anhalt,0,0
2024-09-22,Schleswig-Holstein,0,0
2024-09-22,Thüringen,1,0
2024-09-29,Baden-Württemberg,0,0
2024-09-29,Bayern,0,0
2024-09-29,Berlin,0,0
2024-09-29,Brandenburg,0,0
2024-09-29,Bremen,0,0
2024-09-29,Hamburg,0,0
2024-09-29,Hessen,0,0
2024-09-29,Mecklenburg-Vorpommern,0,0
2024-09-29,Niedersachsen,0,0
2024-09-29,Nordrhein-Westfalen,0,0
2024-09-29,Rheinland-Pfalz,0,0
2024-09-29,Saarland,0,0
2024-09-29,Sachsen,0,0
2024-09-29,Sachsen-Anhalt,0,0
2024-09-29,Schleswig-Holstein,0,0
2024-09-29,Thüringen,0,0
2024-10-06,Baden-Württemberg,0,0
2024-10-06,Bayern,0,0
2024-10-06,Berlin,1,0
2024-10-06,Brandenburg,1,0
2024-10-06,Bremen,1,0
2024-10-06,Hamburg,1,0
2024-10-06,Hessen,0,0
2024-10-06,Mecklenburg-Vorpommern,1,0
2024-10-06,Niedersachsen,2,0
2024-10-06,Nordrhein-Westfalen,0,0
2024-10-06,Rheinland-Pfalz,0,0
2024-10-06,Saarland,0,0
2024-10-06,Sachsen,0,0
2024-10-06,Sachsen-Anhalt,5,0
2024-10-06,Schleswig-Holstein,0,0
2024-10-06,Thüringen,5,0
2024-10-13,Baden-Württemberg,0,0
2024-10-13,Bayern,0,0
2024-10-13,Berlin,0,0
2024-10-13,Brandenburg,0,0
2024-10-13,Bremen,5,0
2024-10-13,Hamburg,0,0
2024-10-13,Hessen,0,0
2024-10-13,Mecklenburg-Vorpommern,0,0
2024-10-13,Niedersachsen,5,0
2024-10-13,Nordrhein-Westfalen,0,0
2024-10-13,Rheinland-Pfalz,0,0
2024-10-13,Saarland,0,0
2024-10-13,Sachsen,5,0
2024-10-13,Sachsen-Anhalt,5,0
2024-10-13,Schleswig-Holstein,0,0
2024-10-13,Thüringen,5,0
2024-10-20,Baden-Württemberg,0,0
2024-10-20,Bayern,0,0
2024-10-20,Berlin,0,0
2024-10-20,Brandenburg,0,0
2024-10-20,Bremen,5,0
2024-10-20,Hamburg,0,0
2024-10-20,Hessen,5,0
2024-10-20,Mecklenburg-Vorpommern,0,0
2024-10-20,Niedersachsen,5,0
2024-10-20,Nordrhein-Westfalen,5,0
2024-10-20,Rheinland-Pfalz,5,0
2024-10-20,Saarland,5,0
2024-10-20,Sachsen,5,0
2024-10-20,Sachsen-Anhalt,0,0
2024-10-20,Schleswig-Holstein,0,0
2024-10-20,Thüringen,0,0
2024-10-27,Baden-Württemberg,0,0
2024-10-27,Bayern,0,0
2024-10-27,Berlin,5,0
2024-10-27,Brandenburg,5,0
2024-10-27,Bremen,0,0
2024-10-27,Hamburg,5,0
2024-10-27,Hessen,5,0
2024-10-27,Mecklenburg-Vorpommern,5,0
2024-10-27,Niedersachsen,0,0
2024-10-27,Nordrhein-Westfalen,5,0
2024-10-27,Rheinland-Pfalz,5,0
2024-10-27,Saarland,0,0
2024-10-27,Sachsen,0,0
2024-10-27,Sachsen-Anhalt,0,0
2024-10-27,Schleswig-Holstein,5,0
2024-10-27,Thüringen,0,0
2024-11-03,Baden-Württemberg,4,0
2024-11-03,Bayern,4,0
2024-11-03,Berlin,5,0
2024-11-03,Brandenburg,5,0
2024-11-03,Bremen,1,0
2024-11-03,Hamburg,5,0
2024-11-03,Hessen,0,0
2024-11-03,Mecklenburg-Vorpommern,1,0
2024-11-03,Niedersachsen,1,0
2024-11-03,Nordrhein-Westfalen,0,0
2024-11-03,Rheinland-Pfalz,0,0
2024-11-03,Saarland,5,0
2024-11-03,Sachsen,0,0
2024-11-03,Sachsen-Anhalt,1,0
2024-11-03,Schleswig-Holstein,5,0
2024-11-03,Thüringen,0,0
2024-11-10,Baden-Württemberg,0,0
2024-11-10,Bayern,0,0
2024-11-10,Berlin,0,0
2024-11-10,Brandenburg,0,0
2024-11-10,Bremen,0,0
2024-11-10,Hamburg,0,0
2024-11-10,Hessen,0,0
2024-11-10,Mecklenburg-Vorpommern,0,0
2024-11-10,Niedersachsen,0,0
2024-11-10,Nordrhein-Westfalen,0,0
2024-11-10,Rheinland-Pfalz,0,0
2024-11-10,Saarland,0,0
2024-11-10,Sachsen,0,0
2024-11-10,Sachsen-Anhalt,0,0
2024-11-10,Schleswig-Holstein,0,0
2024-11-10,Thüringen,0,0
2024-11-17,Baden-Württemberg,0,0
2024-11-17,Bayern,0,0
2024-11-17,Berlin,0,0
2024-11-17,Brandenburg,0,0
2024-11-17,Bremen,0,0
2024-11-17,Hamburg,0,0
2024-11-17,Hessen,0,0
2024-11-17,Mecklenburg-Vorpommern,0,0
2024-11-17,Niedersachsen,0,0
2024-11-17,Nordrhein-Westfalen,0,0
2024-11-17,Rheinland-Pfalz,0,0
2024-11-17,Saarland,0,0
2024-11-17,Sachsen,0,0
2024-11-17,Sachsen-Anhalt,0,0
2024-11-17,Schleswig-Holstein,0,0
2024-11-17,Thüringen,0,0
2024-11-24,Baden-Württemberg,0,0
2024-11-24,Bayern,1,0
2024-11-24,Berlin,0,0
2024-11-24,Brandenburg,0,0
2024-11-24,Bremen,0,0
2024-11-24,Hamburg,0,0
2024-11-24,Hessen,0,0
2024-11-24,Mecklenburg-Vorpommern,0,0
2024-11-24,Niedersachsen,0,0
2024-11-24,Nordrhein-Westfalen,0,0
2024-11-24,Rheinland-Pfalz,0,0
2024-11-24,Saarland,0,0
2024-11-24,Sachsen,0,0
2024-11-24,Sachsen-Anhalt,0,0
2024-11-24,Schleswig-Holstein,0,0
2024-11-24,Thüringen,0,0
2024-12-01,Baden-Württemberg,0,0
2024-12-01,Bayern,0,0
2024-12-01,Berlin,0,0
2024-12-01,Brandenburg,0,0
2024-12-01,Bremen,0,0
2024-12-01,Hamburg,0,0
2024-12-01,Hessen,0,0
2024-12-01,Mecklenburg-Vorpommern,0,0
2024-12-01,Niedersachsen,0,0
2024-12-01,Nordrhein-Westfalen,0,0
2024-12-01,Rheinland-Pfalz,0,0
2024-12-01,Saarland,0,0
2024-12-01,Sachsen,0,0
2024-12-01,Sachsen-Anhalt,0,0
2024-12-01,Schleswig-Holstein,0,0
2024-12-01,Thüringen,0,0
2024-12-08,Baden-Württemberg,0,0
2024-12-08,Bayern,0,0
2024-12-08,Berlin,0,0
2024-12-08,Brandenburg,0,0
2024-12-08,Bremen,0,0
2024-12-08,Hamburg,0,0
2024-12-08,Hessen,0,0
2024-12-08,Mecklenburg-Vorpommern,0,0
2024-12-08,Niedersachsen,0,0
2024-12-08,Nordrhein-Westfalen,0,0
2024-12-08,Rheinland-Pfalz,0,0
2024-12-08,Saarland,0,0
2024-12-08,Sachsen,0,0
2024-12-08,Sachsen-Anhalt,0,0
2024-12-08,Schleswig-Holstein,0,0
2024-12-08,Thüringen,0,0
2024-12-15,Baden-Württemberg,0,0
2024-12-15,Bayern,0,0
2024-12-15,Berlin,0,0
2024-12-15,Brandenburg,0,0
2024-12-15,Bremen,0,0
2024-12-15,Hamburg,0,0
2024-12-15,Hessen,0,0
2024-12-15,Mecklenburg-Vorpommern,0,0
2024-12-15,Niedersachsen,0,0
2024-12-15,Nordrhein-Westfalen,0,0
2024-12-15,Rheinland-Pfalz,0,0
2024-12-15,Saarland,0,0
2024-12-15,Sachsen,0,0
2024-12-15,Sachsen-Anhalt,0,0
2024-12-15,Schleswig-Holstein,0,0
2024-12-15,Thüringen,0,0
2024-12-22,Baden-Württemberg,0,0
2024-12-22,Bayern,0,0
2024-12-22,Berlin,0,0
2024-12-22,Brandenburg,0,0
2024-12-22,Bremen,0,0
2024-12-22,Hamburg,1,0
2024-12-22,Hessen,0,0
2024-12-22,Mecklenburg-Vorpommern,0,0
2024-12-22,Niedersachsen,0,0
2024-12-22,Nordrhein-Westfalen,0,0
2024-12-22,Rheinland-Pfalz,0,0
2024-12-22,Saarland,0,0
2024-12-22,Sachsen,0,0
2024-12-22,Sachsen-Anhalt,0,0
2024-12-22,Schleswig-Holstein,2,0
2024-12-22,Thüringen,0,0
2024-12-29,Baden-Württemberg,5,0
2024-12-29,Bayern,5,0
2024-12-29,Berlin,5,0
2024-12-29,Brandenburg,5,0
2024-12-29,Bremen,5,0
2024-12-29,Hamburg,5,0
2024-12-29,Hessen,5,0
2024-12-29,Mecklenburg-Vorpommern,5,0
2024-12-29,Niedersachsen,5,0
2024-12-29,Nordrhein-Westfalen,5,0
2024-12-29,Rheinland-Pfalz,5,0
2024-12-29,Saarland,5,0
2024-12-29,Sachsen,5,0
2024-12-29,Sachsen-Anhalt,5,0
2024-12-29,Schleswig-Holstein,5,0
2024-12-29,Thüringen,5,0
2020-01-05,Deutschland,4.341356448989,83000000
2020-01-12,Deutschland,0.858530828819872,83000000
2020-01-19,Deutschland,0,83000000
2020-01-26,Deutschland,0,83000000
2020-02-02,Deutschland,0.02242971266391557,83000000
2020-02-09,Deutschland,0.5843220371883655,83000000
2020-02-16,Deutschland,0.5943733027287863,83000000
2020-02-23,Deutschland,0.6440033696929277,83000000
2020-03-01,Deutschland,0.8159561823747611,83000000
2020-03-08,Deutschland,0.11214856331957784,83000000
2020-03-15,Deutschland,0.11214856331957784,83000000
2020-03-22,Deutschland,0,83000000
2020-03-29,Deutschland,0.016237116564217183,83000000
2020-04-05,Deutschland,0.6981198604729484,83000000
2020-04-12,Deutschland,4.682846365130162,83000000
2020-04-19,Deutschland,4.405794387681951,83000000
2020-04-26,Deutschland,0.058836621399778695,83000000
2020-05-03,Deutschland,0,83000000
2020-05-10,Deutschland,0.044515734667680835,83000000
2020-05-17,Deutschland,0,83000000
2020-05-24,Deutschland,0.5188470993832405,83000000
2020-05-31,Deutschland,0.12960521094454355,83000000
2020-06-07,Deutschland,1.6760430847946726,83000000
2020-06-14,Deutschland,1.4610172250153173,83000000
2020-06-21,Deutschland,0,83000000
2020-06-28,Deutschland,0.48630837906164853,83000000
2020-07-05,Deutschland,1.8339299485341225,83000000
2020-07-12,Deutschland,2.5180499238748837,83000000
2020-07-19,Deutschland,3.0401946185555855,83000000
2020-07-26,Deutschland,3.538982774984683,83000000
2020-08-02,Deutschland,4.866280861759907,83000000
2020-08-09,Deutschland,4.858624465646848,83000000
2020-08-16,Deutschland,3.5961217710245883,83000000
2020-08-23,Deutschland,2.4819500761251163,83000000
2020-08-30,Deutschland,2.2208777287847656,83000000
2020-09-06,Deutschland,1.4610172250153173,83000000
2020-09-13,Deutschland,0.8270799979634376,83000000
2020-09-20,Deutschland,0,83000000
2020-09-27,Deutschland,0,83000000
2020-10-04,Deutschland,0,83000000
2020-10-11,Deutschland,0.7625332015692436,83000000
2020-10-18,Deutschland,2.9950336207656347,83000000
2020-10-25,Deutschland,2.776449573415439,83000000
2020-11-01,Deutschland,1.3538162874853297,83000000
2020-11-08,Deutschland,0.7924215338148496,83000000
2020-11-15,Deutschland,0,83000000
2020-11-22,Deutschland,0.1584843067629699,83000000
2020-11-29,Deutschland,0,83000000
2020-12-06,Deutschland,0,83000000
2020-12-13,Deutschland,0,83000000
2020-12-20,Deutschland,0,83000000
2020-12-27,Deutschland,0.3052956491830308,83000000
2020-12-31,Deutschland,0.24423651934642468,83000000
2023-01-01,Deutschland,5,83000000
2023-01-08,Deutschland,4.162415962903742,83000000
2023-01-15,Deutschland,0,83000000
2023-01-22,Deutschland,0,83000000
2023-01-29,Deutschland,0.02242971266391557,83000000
2023-02-05,Deutschland,0.6005591537525826,83000000
2023-02-12,Deutschland,0.2261213199698641,83000000
2023-02-19,Deutschland,0.3682519827589222,83000000
