date;BundeslandID;outOfHomeDuration;percentageChangeComparedToBeforeCorona
20201225;Bayern;5.97;-6
20201225;Nordrhein-Westfalen;5.78;-4
20201225;Hamburg;5.3500000000000005;-2
20201225;Mecklenburg-Vorpommern;5.99;-13
20201225;Niedersachsen;5.7700000000000005;-9
20201225;Deutschland;5.6000000000000005;-29
20201225;Bremen;5.87;-4
20201225;Thüringen;5.69;-16
20201225;Saarland;5.7700000000000005;-6
20201225;Sachsen-Anhalt;5.8;-13
20201225;Rheinland-Pfalz;6.0600000000000005;-12
20201225;Schleswig-Holstein;5.6000000000000005;-10
20210101;Baden-Württemberg;5.53;-15
20210101;Hessen;5.41;-16
20210101;Berlin;4.9;-8
20210101;Brandenburg;5.12;-17
20210101;Sachsen;4.94;-20
20210101;Bayern;5.5200000000000005;-13
20210101;Nordrhein-Westfalen;5.39;-11
20210101;Hamburg;4.94;-9
20210101;Mecklenburg-Vorpommern;5.64;-18
20210101;Niedersachsen;5.37;-16
20210101;Deutschland;5.16;-34
20210101;Bremen;5.32;-13
20210101;Thüringen;5.26;-22
20210101;Saarland;5.36;-13
20210101;Sachsen-Anhalt;5.3500000000000005;-20
20210101;Rheinland-Pfalz;5.62;-18
20210101;Schleswig-Holstein;5.2;-16
20210108;Baden-Württemberg;5.95;-26
20210108;Hessen;6.01;-26
20210108;Berlin;5.3100000000000005;-32
20210108;Brandenburg;5.93;-20
20210108;Sachsen;5.88;-23
20210108;Bayern;5.91;-26
20210108;Nordrhein-Westfalen;6.04;-20
20210108;Hamburg;5.48;-27
20210108;Mecklenburg-Vorpommern;6.29;-20
20210108;Niedersachsen;5.98;-25
20210108;Deutschland;5.86;-25
20210108;Bremen;5.94;-26
20210108;Thüringen;6.07;-23
20210108;Saarland;6.22;-19
20210108;Sachsen-Anhalt;5.92;-24
20210108;Rheinland-Pfalz;6.34;-24
20210108;Schleswig-Holstein;5.75;-24
20210115;Baden-Württemberg;6.57;-18
20210115;Hessen;6.38;-21
20210115;Berlin;5.47;-30
20210115;Brandenburg;6.21;-16
20210115;Sachsen;5.97;-22
20210115;Bayern;6.44;-20
20210115;Nordrhein-Westfalen;6.23;-18
20210115;Hamburg;5.58;-26
20210115;Mecklenburg-Vorpommern;6.45;-18
20210115;Niedersachsen;6.24;-21
20210115;Deutschland;6.29;-20
20210115;Bremen;6.28;-22
20210115;Thüringen;6.36;-19
20210115;Saarland;6.36;-18
20210115;Sachsen-Anhalt;6.41;-17
20210115;Rheinland-Pfalz;6.61;-20
20210115;Schleswig-Holstein;5.94;-22
20210122;Baden-Württemberg;6.62;-17
20210122;Hessen;6.48;-20
20210122;Berlin;5.4;-31
20210122;Brandenburg;6.49;-12
20210122;Sachsen;6.2700000000000005;-18
20210122;Bayern;6.54;-18
20210122;Nordrhein-Westfalen;6.33;-16
20210122;Hamburg;5.5;-27
20210122;Mecklenburg-Vorpommern;6.5600000000000005;-17
20210122;Niedersachsen;6.38;-20
20210122;Deutschland;6.38;-19
20210122;Bremen;5.71;-29
20210122;Thüringen;6.49;-18
20210122;Saarland;6.53;-15
20210122;Sachsen-Anhalt;6.59;-15
20210122;Rheinland-Pfalz;6.62;-20
20210122;Schleswig-Holstein;6.12;-19
20210129;Baden-Württemberg;6.59;-18
20210129;Hessen;6.45;-20
20210129;Berlin;5.5;-30
20210129;Brandenburg;6.49;-12
20210129;Sachsen;6.18;-19
20210129;Bayern;6.5;-19
20210129;Nordrhein-Westfalen;6.32;-16
20210129;Hamburg;5.53;-27
20210129;Mecklenburg-Vorpommern;6.6000000000000005;-16
20210129;Niedersachsen;6.41;-19
20210129;Deutschland;6.37;-19
20210129;Bremen;5.74;-29
20210129;Thüringen;6.42;-19
20210129;Saarland;6.47;-16
20210129;Sachsen-Anhalt;6.5200000000000005;-16
20210129;Rheinland-Pfalz;6.61;-20
20210129;Schleswig-Holstein;6.2700000000000005;-17
20210205;Baden-Württemberg;6.71;-16
20210205;Hessen;6.5200000000000005;-19
20210205;Berlin;5.37;-31
20210205;Brandenburg;6.28;-15
20210205;Sachsen;6.32;-17
20210205;Bayern;6.65;-17
20210205;Nordrhein-Westfalen;6.390000000000001;-15
20210205;Hamburg;5.51;-27
20210205;Mecklenburg-Vorpommern;6.5;-18
20210205;Niedersachsen;6.33;-20
20210205;Deutschland;6.42;-18
20210205;Bremen;5.55;-31
20210205;Thüringen;6.6000000000000005;-16
20210205;Saarland;6.57;-15
20210205;Sachsen-Anhalt;6.63;-14
20210205;Rheinland-Pfalz;6.69;-19
20210205;Schleswig-Holstein;6.140000000000001;-19
20210212;Baden-Württemberg;6.68;-16
20210212;Hessen;6.2700000000000005;-22
20210212;Berlin;5.37;-31
20210212;Brandenburg;6.33;-15
20210212;Sachsen;5.89;-23
20210212;Bayern;6.66;-17
20210212;Nordrhein-Westfalen;5.99;-21
20210212;Hamburg;5.45;-28
20210212;Mecklenburg-Vorpommern;6.38;-19
20210212;Niedersachsen;5.97;-25
20210212;Deutschland;6.21;-21
20210212;Bremen;5.51;-31
20210212;Thüringen;5.89;-25
20210212;Saarland;6.63;-14
20210212;Sachsen-Anhalt;5.82;-25
20210212;Rheinland-Pfalz;6.61;-20
20210212;Schleswig-Holstein;6.0600000000000005;-20
20210219;Baden-Württemberg;6.82;-15
20210219;Hessen;6.57;-19
20210219;Berlin;5.55;-29
20210219;Brandenburg;6.51;-12
20210219;Sachsen;6.41;-16
20210219;Bayern;6.72;-16
20210219;Nordrhein-Westfalen;6.3500000000000005;-16
20210219;Hamburg;5.59;-26
20210219;Mecklenburg-Vorpommern;6.49;-18
20210219;Niedersachsen;6.47;-18
20210219;Deutschland;6.49;-17
20210219;Bremen;5.78;-28
20210219;Thüringen;6.65;-16
20210219;Saarland;6.54;-15
20210219;Sachsen-Anhalt;6.67;-14
20210219;Rheinland-Pfalz;6.7;-19
20210219;Schleswig-Holstein;6.22;-18
20210226;Baden-Württemberg;7.08;-11
20210226;Hessen;6.91;-14
20210226;Berlin;5.99;-23
20210226;Brandenburg;6.86;-7
20210226;Sachsen;6.79;-11
20210226;Bayern;7.0600000000000005;-12
20210226;Nordrhein-Westfalen;6.79;-10
20210226;Hamburg;5.94;-21
20210226;Mecklenburg-Vorpommern;7.04;-11
20210226;Niedersachsen;6.76;-15
20210226;Deutschland;6.84;-13
20210226;Bremen;6.01;-25
20210226;Thüringen;6.93;-12
20210226;Saarland;6.86;-11
20210226;Sachsen-Anhalt;6.98;-10
20210226;Rheinland-Pfalz;7.03;-15
20210226;Schleswig-Holstein;6.51;-14
20210305;Baden-Württemberg;7.13;-11
20210305;Hessen;6.99;-13
20210305;Berlin;5.96;-24
20210305;Brandenburg;6.92;-7
20210305;Sachsen;6.76;-12
20210305;Bayern;7.140000000000001;-11
20210305;Nordrhein-Westfalen;6.82;-10
20210305;Hamburg;6.0200000000000005;-20
20210305;Mecklenburg-Vorpommern;7.1000000000000005;-10
20210305;Niedersachsen;6.8;-14
20210305;Deutschland;6.890000000000001;-12
20210305;Bremen;6.1000000000000005;-24
20210305;Thüringen;7.05;-11
20210305;Saarland;6.94;-10
20210305;Sachsen-Anhalt;7.21;-7
20210305;Rheinland-Pfalz;7.07;-15
20210305;Schleswig-Holstein;6.57;-13
20210312;Baden-Württemberg;7.17;-10
20210312;Hessen;7.01;-13
20210312;Berlin;6.08;-22
20210312;Brandenburg;6.92;-7
20210312;Sachsen;6.79;-11
20210312;Bayern;7.15;-11
20210312;Nordrhein-Westfalen;6.78;-10
20210312;Hamburg;5.8500000000000005;-22
20210312;Mecklenburg-Vorpommern;7.25;-8
20210312;Niedersachsen;6.67;-16
20210312;Deutschland;6.88;-12
20210312;Bremen;6.0600000000000005;-25
20210312;Thüringen;7.05;-11
20210312;Saarland;6.95;-10
20210312;Sachsen-Anhalt;7.32;-6
20210312;Rheinland-Pfalz;7.140000000000001;-14
20210312;Schleswig-Holstein;6.65;-12
20210319;Baden-Württemberg;7.16;-10
20210319;Hessen;7.01;-13
20210319;Berlin;6.09;-22
20210319;Brandenburg;6.96;-6
20210319;Sachsen;6.92;-9
20210319;Bayern;7.140000000000001;-11
20210319;Nordrhein-Westfalen;6.98;-8
20210319;Hamburg;6.0600000000000005;-20
20210319;Mecklenburg-Vorpommern;7.19;-9
20210319;Niedersachsen;6.82;-14
20210319;Deutschland;6.97;-11
20210319;Bremen;6.16;-23
20210319;Thüringen;7.13;-10
20210319;Saarland;7.24;-6
20210319;Sachsen-Anhalt;7.3;-6
20210319;Rheinland-Pfalz;7.3;-12
20210319;Schleswig-Holstein;6.74;-11
20210326;Baden-Württemberg;7.29;-9
20210326;Hessen;7.11;-12
20210326;Berlin;6.3;-19
20210326;Brandenburg;7.01;-5
20210326;Sachsen;6.8;-11
20210326;Bayern;7.2700000000000005;-9
20210326;Nordrhein-Westfalen;7.09;-6
20210326;Hamburg;6.08;-19
20210326;Mecklenburg-Vorpommern;7.28;-8
20210326;Niedersachsen;6.93;-13
20210326;Deutschland;7.0600000000000005;-10
20210326;Bremen;6.22;-23
20210326;Thüringen;6.93;-12
20210326;Saarland;7.32;-5
20210326;Sachsen-Anhalt;7.19;-7
20210326;Rheinland-Pfalz;7.37;-11
20210326;Schleswig-Holstein;6.7700000000000005;-11
20210402;Baden-Württemberg;7.68;18
20210402;Hessen;7.5600000000000005;17
20210402;Berlin;6.5;22
20210402;Brandenburg;7.04;14
20210402;Sachsen;7.15;15
20210402;Bayern;7.59;19
20210402;Nordrhein-Westfalen;7.26;20
20210402;Hamburg;6.5600000000000005;20
20210402;Mecklenburg-Vorpommern;7.3100000000000005;6
20210402;Niedersachsen;7.140000000000001;12
20210402;Deutschland;6.890000000000001;-12
20210402;Bremen;6.43;5
20210402;Thüringen;7.34;8
20210402;Saarland;7.51;22
20210402;Sachsen-Anhalt;7.49;12
20210402;Rheinland-Pfalz;7.62;11
20210402;Schleswig-Holstein;7.140000000000001;15
20210409;Baden-Württemberg;7.2;-10
20210409;Hessen;6.99;-13
20210409;Berlin;6.0200000000000005;-23
20210409;Brandenburg;6.87;-7
20210409;Sachsen;6.73;-12
20210409;Bayern;7.16;-11
20210409;Nordrhein-Westfalen;6.75;-11
20210409;Hamburg;5.97;-21
20210409;Mecklenburg-Vorpommern;7.2;-9
20210409;Niedersachsen;6.73;-15
20210409;Deutschland;6.49;-17
20210409;Bremen;5.8500000000000005;-27
20210409;Thüringen;6.92;-12
20210409;Saarland;7.28;-6
20210409;Sachsen-Anhalt;7.32;-6
20210409;Rheinland-Pfalz;7.3500000000000005;-11
20210409;Schleswig-Holstein;6.61;-13
20210416;Baden-Württemberg;7.2700000000000005;-9
20210416;Hessen;7.1000000000000005;-12
20210416;Berlin;6.24;-20
20210416;Brandenburg;7.08;-5
20210416;Sachsen;7.0600000000000005;-8
20210416;Bayern;7.3500000000000005;-8
20210416;Nordrhein-Westfalen;7.04;-7
20210416;Hamburg;6.1000000000000005;-19
20210416;Mecklenburg-Vorpommern;7.42;-6
20210416;Niedersachsen;7.05;-11
20210416;Deutschland;7.11;-9
20210416;Bremen;6.22;-23
20210416;Thüringen;7.3;-7
20210416;Saarland;7.44;-3
20210416;Sachsen-Anhalt;7.46;-4
20210416;Rheinland-Pfalz;7.5200000000000005;-9
20210416;Schleswig-Holstein;6.7700000000000005;-11
20210423;Baden-Württemberg;7.48;-6
20210423;Hessen;7.2700000000000005;-10
20210423;Berlin;6.43;-17
20210423;Brandenburg;7.05;-5
20210423;Sachsen;7.28;-5
20210423;Bayern;7.38;-8
20210423;Nordrhein-Westfalen;7.16;-5
20210423;Hamburg;6.3100000000000005;-16
20210423;Mecklenburg-Vorpommern;7.18;-9
20210423;Niedersachsen;7.11;-10
20210423;Deutschland;7.22;-8
20210423;Bremen;6.4;-20
20210423;Thüringen;7.4;-6
20210423;Saarland;7.38;-4
20210423;Sachsen-Anhalt;7.57;-2
20210423;Rheinland-Pfalz;7.51;-9
20210423;Schleswig-Holstein;7.09;-7
20210430;Baden-Württemberg;7.47;-7
20210430;Hessen;7.34;-9
20210430;Berlin;6.61;-15
20210430;Brandenburg;7.23;-2
20210430;Sachsen;7.23;-5
20210430;Bayern;7.46;-7
20210430;Nordrhein-Westfalen;7.3;-3
20210430;Hamburg;6.46;-14
20210430;Mecklenburg-Vorpommern;7.32;-7
20210430;Niedersachsen;7.23;-9
20210430;Deutschland;7.3100000000000005;-7
20210430;Bremen;6.28;-22
20210430;Thüringen;7.4;-6
20210430;Saarland;7.49;-3
20210430;Sachsen-Anhalt;7.51;-3
20210430;Rheinland-Pfalz;7.6000000000000005;-8
20210430;Schleswig-Holstein;7.32;-4
20210507;Baden-Württemberg;7.3500000000000005;-8
20210507;Hessen;7.140000000000001;-12
20210507;Berlin;6.3500000000000005;-19
20210507;Brandenburg;7.11;-4
20210507;Sachsen;7.07;-7
20210507;Bayern;7.36;-8
20210507;Nordrhein-Westfalen;7.0200000000000005;-7
20210507;Hamburg;6.19;-18
20210507;Mecklenburg-Vorpommern;7.2;-9
20210507;Niedersachsen;7.09;-11
20210507;Deutschland;7.13;-9
20210507;Bremen;6.18;-23
20210507;Thüringen;7.29;-8
20210507;Saarland;7.21;-7
20210507;Sachsen-Anhalt;7.38;-5
20210507;Rheinland-Pfalz;7.45;-10
20210507;Schleswig-Holstein;7.07;-7
20210514;Baden-Württemberg;7.4;-7
20210514;Hessen;7.23;-10
20210514;Berlin;6.61;-15
20210514;Brandenburg;7.17;-3
20210514;Sachsen;7.04;-8
20210514;Bayern;7.5;-6
20210514;Nordrhein-Westfalen;7.15;-5
20210514;Hamburg;6.24;-17
20210514;Mecklenburg-Vorpommern;7.34;-7
20210514;Niedersachsen;7.16;-10
20210514;Deutschland;6.8500000000000005;-13
20210514;Bremen;6.29;-22
20210514;Thüringen;7.24;-8
20210514;Saarland;7.21;-6
20210514;Sachsen-Anhalt;7.28;-6
20210514;Rheinland-Pfalz;7.5;-10
20210514;Schleswig-Holstein;7.140000000000001;-6
20210521;Baden-Württemberg;7.65;-4
20210521;Hessen;7.51;-7
20210521;Berlin;6.86;-12
20210521;Brandenburg;7.38;0
20210521;Sachsen;7.3500000000000005;-4
20210521;Bayern;7.66;-4
20210521;Nordrhein-Westfalen;7.36;-3
20210521;Hamburg;6.62;-12
20210521;Mecklenburg-Vorpommern;7.65;-3
20210521;Niedersachsen;7.38;-7
20210521;Deutschland;7.45;-5
20210521;Bremen;6.6000000000000005;-18
20210521;Thüringen;7.5200000000000005;-5
20210521;Saarland;7.5;-3
20210521;Sachsen-Anhalt;7.53;-3
20210521;Rheinland-Pfalz;7.74;-7
20210521;Schleswig-Holstein;7.46;-2
20210528;Baden-Württemberg;7.6000000000000005;-5
20210528;Hessen;7.5600000000000005;-6
20210528;Berlin;6.8;-13
20210528;Brandenburg;7.53;2
20210528;Sachsen;7.37;-4
20210528;Bayern;7.69;-4
20210528;Nordrhein-Westfalen;7.36;-3
20210528;Hamburg;6.71;-11
20210528;Mecklenburg-Vorpommern;7.79;-1
20210528;Niedersachsen;7.33;-8
20210528;Deutschland;7.08;-10
20210528;Bremen;6.5;-19
20210528;Thüringen;7.57;-4
20210528;Saarland;7.3100000000000005;-5
20210528;Sachsen-Anhalt;7.75;0
20210528;Rheinland-Pfalz;7.6000000000000005;-8
20210528;Schleswig-Holstein;7.54;-1
20210604;Baden-Württemberg;7.8500000000000005;-2
20210604;Hessen;7.82;-3
20210604;Berlin;7.22;-7
20210604;Brandenburg;7.69;4
20210604;Sachsen;7.73;1
20210604;Bayern;7.92;-1
20210604;Nordrhein-Westfalen;7.88;4
20210604;Hamburg;7.19;-5
20210604;Mecklenburg-Vorpommern;8.14;3
20210604;Niedersachsen;7.79;-2
20210604;Deutschland;7.57;-3
20210604;Bremen;7.07;-12
20210604;Thüringen;7.83;-1
20210604;Saarland;7.8;1
20210604;Sachsen-Anhalt;8.05;4
20210604;Rheinland-Pfalz;7.83;-6
20210604;Schleswig-Holstein;7.8100000000000005;3
20210611;Baden-Württemberg;8.03;0
20210611;Hessen;7.97;-1
20210611;Berlin;7.390000000000001;-5
20210611;Brandenburg;7.83;6
20210611;Sachsen;7.8;2
20210611;Bayern;8.15;2
20210611;Nordrhein-Westfalen;7.95;5
20210611;Hamburg;7.21;-4
20210611;Mecklenburg-Vorpommern;8.3;5
20210611;Niedersachsen;7.87;-1
20210611;Deutschland;7.94;1
20210611;Bremen;7.1000000000000005;-12
20210611;Thüringen;7.91;0
20210611;Saarland;7.9;2
20210611;Sachsen-Anhalt;8.08;4
20210611;Rheinland-Pfalz;8.02;-3
20210611;Schleswig-Holstein;7.890000000000001;4
20210625;Baden-Württemberg;8.63;8
20210625;Hessen;8.33;3
20210625;Berlin;7.71;-1
20210625;Brandenburg;8.040000000000001;8
20210625;Sachsen;8.06;6
20210625;Bayern;8.65;8
20210625;Nordrhein-Westfalen;8.32;10
20210625;Hamburg;7.54;0
20210625;Mecklenburg-Vorpommern;8.43;7
20210625;Niedersachsen;7.9;0
20210625;Deutschland;8.28;6
20210625;Bremen;7.32;-9
20210625;Thüringen;8.2;4
20210625;Saarland;8.27;7
20210625;Sachsen-Anhalt;8.33;7
20210625;Rheinland-Pfalz;8.42;2
20210625;Schleswig-Holstein;7.8;3
20210702;Baden-Württemberg;8.6;8
20210702;Hessen;8.21;2
20210702;Berlin;7.24;-7
20210702;Brandenburg;7.74;4
20210702;Sachsen;7.97;4
20210702;Bayern;8.540000000000001;7
20210702;Nordrhein-Westfalen;8.08;7
20210702;Hamburg;7.19;-5
20210702;Mecklenburg-Vorpommern;8.16;3
20210702;Niedersachsen;7.87;-1
20210702;Deutschland;8.14;4
20210702;Bremen;7.21;-10
20210702;Thüringen;8.06;2
20210702;Saarland;8.16;6
20210702;Sachsen-Anhalt;8.1;5
20210702;Rheinland-Pfalz;8.4;1
20210702;Schleswig-Holstein;7.73;2
20210709;Baden-Württemberg;8.21;3
20210709;Hessen;8.120000000000001;1
20210709;Berlin;7.140000000000001;-8
20210709;Brandenburg;7.54;2
20210709;Sachsen;7.91;4
20210709;Bayern;8.24;3
20210709;Nordrhein-Westfalen;7.7700000000000005;3
20210709;Hamburg;7.11;-6
20210709;Mecklenburg-Vorpommern;8.0;2
20210709;Niedersachsen;7.890000000000001;-1
20210709;Deutschland;7.94;1
20210709;Bremen;7.22;-10
20210709;Thüringen;8.01;2
20210709;Saarland;8.03;4
20210709;Sachsen-Anhalt;8.05;4
20210709;Rheinland-Pfalz;8.28;0
20210709;Schleswig-Holstein;7.63;1
20210716;Baden-Württemberg;8.07;1
20210716;Hessen;7.98;-1
20210716;Berlin;7.2;-8
20210716;Brandenburg;7.53;2
20210716;Sachsen;7.890000000000001;3
20210716;Bayern;7.99;0
20210716;Nordrhein-Westfalen;7.54;0
20210716;Hamburg;7.1000000000000005;-6
20210716;Mecklenburg-Vorpommern;8.07;2
20210716;Niedersachsen;7.82;-1
20210716;Deutschland;7.8;-1
20210716;Bremen;7.15;-11
20210716;Thüringen;7.930000000000001;1
20210716;Saarland;7.7700000000000005;1
20210716;Sachsen-Anhalt;8.05;4
20210716;Rheinland-Pfalz;8.09;-3
20210716;Schleswig-Holstein;7.57;0
20210723;Baden-Württemberg;8.43;5
20210723;Hessen;8.05;0
20210723;Berlin;7.32;-6
20210723;Brandenburg;7.5200000000000005;1
20210723;Sachsen;7.97;4
20210723;Bayern;8.45;5
20210723;Nordrhein-Westfalen;7.78;3
20210723;Hamburg;7.140000000000001;-5
20210723;Mecklenburg-Vorpommern;8.11;3
20210723;Niedersachsen;7.8;-2
20210723;Deutschland;7.99;2
20210723;Bremen;7.12;-12
20210723;Thüringen;8.06;2
20210723;Saarland;7.890000000000001;2
20210723;Sachsen-Anhalt;7.98;3
20210723;Rheinland-Pfalz;8.17;-1
20210723;Schleswig-Holstein;7.5600000000000005;0
20210730;Baden-Württemberg;8.32;4
20210730;Hessen;8.07;0
20210730;Berlin;7.42;-5
20210730;Brandenburg;7.58;2
20210730;Sachsen;7.73;1
20210730;Bayern;8.36;4
20210730;Nordrhein-Westfalen;7.75;3
20210730;Hamburg;7.25;-4
20210730;Mecklenburg-Vorpommern;8.120000000000001;3
20210730;Niedersachsen;7.58;-4
20210730;Deutschland;7.92;1
20210730;Bremen;6.890000000000001;-14
20210730;Thüringen;7.82;-1
20210730;Saarland;7.92;3
20210730;Sachsen-Anhalt;7.82;1
20210730;Rheinland-Pfalz;8.16;-2
20210730;Schleswig-Holstein;7.66;1
20210806;Baden-Württemberg;7.890000000000001;-1
20210806;Hessen;7.67;-5
20210806;Berlin;7.22;-7
20210806;Brandenburg;7.49;1
20210806;Sachsen;7.41;-3
20210806;Bayern;7.96;-1
20210806;Nordrhein-Westfalen;7.55;0
20210806;Hamburg;7.17;-5
20210806;Mecklenburg-Vorpommern;8.39;6
20210806;Niedersachsen;7.46;-6
20210806;Deutschland;7.66;-2
20210806;Bremen;6.73;-16
20210806;Thüringen;7.63;-3
20210806;Saarland;7.51;-3
20210806;Sachsen-Anhalt;7.63;-2
20210806;Rheinland-Pfalz;7.78;-6
20210806;Schleswig-Holstein;7.87;4
20210813;Baden-Württemberg;7.94;-1
20210813;Hessen;7.8;-3
20210813;Berlin;7.63;-2
20210813;Brandenburg;7.78;5
20210813;Sachsen;7.5600000000000005;-1
20210813;Bayern;8.040000000000001;0
20210813;Nordrhein-Westfalen;7.68;2
20210813;Hamburg;7.48;-1
20210813;Mecklenburg-Vorpommern;8.34;6
20210813;Niedersachsen;7.53;-5
20210813;Deutschland;7.79;-1
20210813;Bremen;6.98;-13
20210813;Thüringen;7.75;-2
20210813;Saarland;7.58;-2
20210813;Sachsen-Anhalt;7.71;-1
20210813;Rheinland-Pfalz;7.88;-5
20210813;Schleswig-Holstein;7.99;5
20210820;Baden-Württemberg;7.7;-4
20210820;Hessen;7.5600000000000005;-6
20210820;Berlin;7.66;-2
20210820;Brandenburg;7.7700000000000005;5
20210820;Sachsen;7.49;-2
20210820;Bayern;7.79;-3
20210820;Nordrhein-Westfalen;7.67;2
20210820;Hamburg;7.46;-1
20210820;Mecklenburg-Vorpommern;8.18;4
20210820;Niedersachsen;7.47;-6
20210820;Deutschland;7.66;-2
20210820;Bremen;6.98;-13
20210820;Thüringen;7.62;-3
20210820;Saarland;7.37;-4
20210820;Sachsen-Anhalt;7.65;-1
20210820;Rheinland-Pfalz;7.69;-7
20210820;Schleswig-Holstein;7.95;5
20210827;Baden-Württemberg;7.71;-4
20210827;Hessen;7.61;-6
20210827;Berlin;7.43;-5
20210827;Brandenburg;7.57;2
20210827;Sachsen;7.22;-5
20210827;Bayern;7.78;-3
20210827;Nordrhein-Westfalen;7.91;5
20210827;Hamburg;7.38;-2
20210827;Mecklenburg-Vorpommern;8.09;3
20210827;Niedersachsen;7.44;-6
20210827;Deutschland;7.67;-2
20210827;Bremen;6.8500000000000005;-15
20210827;Thüringen;7.3500000000000005;-7
20210827;Saarland;7.5200000000000005;-2
20210827;Sachsen-Anhalt;7.47;-4
20210827;Rheinland-Pfalz;7.72;-7
20210827;Schleswig-Holstein;7.83;3
20210903;Baden-Württemberg;7.91;-1
20210903;Hessen;8.09;0
20210903;Berlin;7.54;-3
20210903;Brandenburg;7.7;4
20210903;Sachsen;7.45;-2
20210903;Bayern;7.890000000000001;-2
20210903;Nordrhein-Westfalen;8.06;7
20210903;Hamburg;7.47;-1
20210903;Mecklenburg-Vorpommern;8.25;5
20210903;Niedersachsen;7.67;-3
20210903;Deutschland;7.88;1
20210903;Bremen;6.97;-13
20210903;Thüringen;7.5600000000000005;-4
20210903;Saarland;8.03;4
20210903;Sachsen-Anhalt;7.76;0
20210903;Rheinland-Pfalz;8.23;-1
20210903;Schleswig-Holstein;7.95;5
20210910;Baden-Württemberg;8.03;0
20210910;Hessen;8.16;1
20210910;Berlin;7.62;-2
20210910;Brandenburg;7.72;4
20210910;Sachsen;7.75;1
20210910;Bayern;8.09;1
20210910;Nordrhein-Westfalen;8.07;7
20210910;Hamburg;7.47;-1
20210910;Mecklenburg-Vorpommern;8.17;4
20210910;Niedersachsen;7.930000000000001;0
20210910;Deutschland;7.99;2
20210910;Bremen;7.23;-10
20210910;Thüringen;7.7700000000000005;-2
20210910;Saarland;7.99;4
20210910;Sachsen-Anhalt;7.95;3
20210910;Rheinland-Pfalz;8.24;-1
20210910;Schleswig-Holstein;7.86;4
20210917;Baden-Württemberg;8.24;3
20210917;Hessen;8.06;0
20210917;Berlin;7.53;-3
20210917;Brandenburg;7.57;2
20210917;Sachsen;7.5600000000000005;-1
20210917;Bayern;8.22;2
20210917;Nordrhein-Westfalen;7.99;6
20210917;Hamburg;7.34;-3
20210917;Mecklenburg-Vorpommern;8.01;2
20210917;Niedersachsen;7.8;-2
20210917;Deutschland;7.95;1
20210917;Bremen;7.1000000000000005;-12
20210917;Thüringen;7.6000000000000005;-4
20210917;Saarland;7.930000000000001;3
20210917;Sachsen-Anhalt;7.72;0
20210917;Rheinland-Pfalz;8.17;-2
20210917;Schleswig-Holstein;7.7;1
20210924;Baden-Württemberg;8.63;8
20210924;Hessen;8.14;1
20210924;Berlin;7.21;-8
20210924;Brandenburg;7.96;7
20210924;Sachsen;7.74;1
20210924;Bayern;8.58;7
20210924;Nordrhein-Westfalen;8.22;9
20210924;Hamburg;7.21;-4
20210924;Mecklenburg-Vorpommern;8.38;6
20210924;Niedersachsen;8.040000000000001;1
20210924;Deutschland;8.18;4
20210924;Bremen;6.890000000000001;-14
20210924;Thüringen;8.17;4
20210924;Saarland;7.86;2
20210924;Sachsen-Anhalt;8.07;4
20210924;Rheinland-Pfalz;8.39;1
20210924;Schleswig-Holstein;7.8100000000000005;3
20211001;Baden-Württemberg;8.66;8
20211001;Hessen;8.14;1
20211001;Berlin;7.2700000000000005;-7
20211001;Brandenburg;7.94;7
20211001;Sachsen;7.75;2
20211001;Bayern;8.57;7
20211001;Nordrhein-Westfalen;8.19;8
20211001;Hamburg;7.2700000000000005;-4
20211001;Mecklenburg-Vorpommern;8.39;6
20211001;Niedersachsen;8.1;2
20211001;Deutschland;8.19;4
20211001;Bremen;6.84;-15
20211001;Thüringen;8.17;4
20211001;Saarland;7.8100000000000005;1
20211001;Sachsen-Anhalt;8.09;4
20211001;Rheinland-Pfalz;8.35;1
20211001;Schleswig-Holstein;7.83;3
20211008;Baden-Württemberg;8.61;8
20211008;Hessen;8.16;1
20211008;Berlin;7.3;-6
20211008;Brandenburg;7.99;8
20211008;Sachsen;7.78;2
20211008;Bayern;8.540000000000001;7
20211008;Nordrhein-Westfalen;8.31;10
20211008;Hamburg;7.09;-6
20211008;Mecklenburg-Vorpommern;8.02;2
20211008;Niedersachsen;8.15;3
20211008;Deutschland;8.2;5
20211008;Bremen;7.03;-13
20211008;Thüringen;8.120000000000001;3
20211008;Saarland;7.930000000000001;3
20211008;Sachsen-Anhalt;8.1;4
20211008;Rheinland-Pfalz;8.45;2
20211008;Schleswig-Holstein;7.61;0
20211015;Baden-Württemberg;8.63;8
20211015;Hessen;7.72;-4
20211015;Berlin;6.91;-11
20211015;Brandenburg;7.640000000000001;3
20211015;Sachsen;7.66;0
20211015;Bayern;8.53;6
20211015;Nordrhein-Westfalen;7.82;3
20211015;Hamburg;6.87;-9
20211015;Mecklenburg-Vorpommern;8.33;6
20211015;Niedersachsen;8.06;2
20211015;Deutschland;7.99;2
20211015;Bremen;6.88;-14
20211015;Thüringen;8.03;2
20211015;Saarland;7.86;2
20211015;Sachsen-Anhalt;8.03;4
20211015;Rheinland-Pfalz;7.98;-4
20211015;Schleswig-Holstein;7.48;-2
20211022;Baden-Württemberg;8.59;7
20211022;Hessen;7.61;-6
20211022;Berlin;6.75;-13
20211022;Brandenburg;7.5;1
20211022;Sachsen;7.3500000000000005;-4
20211022;Bayern;8.53;6
