date,BundeslandID,outOfHomeDuration
20221116,Deutschland,8.21
20221117,Deutschland,8.26
20221118,Deutschland,8.21
20221119,Deutschland,6.84
20221120,Deutschland,5.67
20221121,Deutschland,7.85
20221122,Deutschland,7.83
20221123,Deutschland,8
20221124,Deutschland,8.31
20221125,Deutschland,8.17
20221126,Deutschland,6.91
20221127,Deutschland,5.84
20221128,Deutschland,7.86
20221129,Deutschland,7.99
20221130,Deutschland,7.92
20221201,Deutschland,8.07
20221202,Deutschland,8.03
20221203,Deutschland,6.8100000000000005
20221204,Deutschland,5.68
20221205,Deutschland,7.86
20221206,Deutschland,7.930000000000001
20221207,Deutschland,7.94
20221208,Deutschland,7.98
20221209,Deutschland,7.98
20221210,Deutschland,6.75
20221211,Deutschland,5.68
20221212,Deutschland,7.82
20221213,Deutschland,7.9
20221214,Deutschland,7.76
20221215,Deutschland,7.88
20221216,Deutschland,7.97
20221217,Deutschland,6.72
20221218,Deutschland,5.65
20221219,Deutschland,7.45
20221220,Deutschland,7.74
20221221,Deutschland,7.66
20221222,Deutschland,7.51
20221223,Deutschland,7.1000000000000005
20221224,Deutschland,6.29
20221225,Deutschland,5.95
20221226,Deutschland,5.87
20221227,Deutschland,6.7
20221228,Deutschland,6.66
20221229,Deutschland,6.75
20221230,Deutschland,6.8
20221231,Deutschland,6.58
