Date,tmax,tavg,prcp
2020-01-05,5.938729234085504,2.891724911831408,0.7696272679964292
2020-01-12,8.294200598864652,5.363610664361047,1.5654947771347105
2020-01-19,9.24533120719411,5.970889436991394,0.5999544954072589
2020-01-26,4.108094499310875,1.0341877101787968,0.11692189464471578
2020-02-02,10.221569370382653,7.538293697962394,4.4375330955520695
2020-02-09,8.698084616152078,4.871504542852779,3.0862850113095486
2020-02-16,10.123315815016799,6.497858257504017,3.489653390372168
2020-02-23,10.309664490913592,7.2279024890727515,3.524808568933393
2020-03-01,9.242722423436241,5.595253361606158,3.8303984771781128
2020-03-08,8.756579647253139,5.433255103644792,2.413131575590169
2020-03-15,12.196884995175264,8.065404351136811,2.763086382671545
2020-03-22,13.400237186062727,8.299024598344225,1.1467996846832775
2020-03-29,10.34936678151684,4.8442172439375195,NA
2020-04-05,11.451077148495147,5.709083955821719,0.10686840010748774
2020-04-12,21.20988893866979,13.770470481759698,0.07281414617695964
2020-04-19,17.528347815607578,10.947191609736883,0.12652634177990102
2020-04-26,19.479861851580274,12.836286229172726,0.008693855846615473
2020-05-03,17.10296123123414,11.89697600367424,3.0639132027881484
2020-05-10,19.329232439945564,13.029700639687787,0.6846977212784457
2020-05-17,15.176872121558231,9.647946399321945,1.9530883978781255
2020-05-24,21.80589900109613,16.00092969540164,1.140368320682076
2020-05-31,20.366185832280454,14.77519655755663,0.16683103185682252
2020-06-07,21.027815362770102,15.756031162420818,3.194964587126842
2020-06-14,21.4362075010802,16.815254508312904,3.5778620696079924
2020-06-21,22.733545459321046,17.953181442384842,3.654732802019583
2020-06-28,26.89971432527081,20.926433164777368,1.5302878160470803
2020-07-05,24.02697020159281,18.997172985835363,2.417143172798714
2020-07-12,21.96580486902523,16.936351579992465,2.3002587550787013
2020-07-19,23.5770278067272,18.233788701918975,1.693491653178351
2020-07-26,25.279683538630124,19.451350490986616,1.1777377011659913
2020-08-02,27.903616242023386,21.58800039974608,1.0581684639038846
2020-08-09,28.699012900610487,21.933654546806714,1.4432997604358777
2020-08-16,30.441970215631873,23.974676996974843,1.936910570096103
2020-08-23,27.220072116756807,21.702887879348502,2.0671734758982923
2020-08-30,22.05077050424211,17.40815426299448,3.704143690397431
2020-09-06,20.920322587928773,16.03170267769326,2.038363999354766
2020-09-13,23.268720560826406,16.875444507532137,0.1027947824956429
2020-09-20,25.534828941402225,17.93715410857849,0
2020-09-27,19.425337476821042,14.368901732906032,4.8358086956831565
2020-10-04,17.36460252587707,12.970158352488422,1.0964705406825788
2020-10-11,14.833408365101267,11.413020111417731,2.499369330684708
2020-10-18,11.039096030379083,8.254465229446694,1.5870302364809517
2020-10-25,16.235763594069947,12.111568678349409,1.6226103524947082
2020-11-01,14.072414332129703,11.31377849366485,3.1691959299314574
2020-11-08,13.484824012969437,9.0240523941491,0.4530221130657997
2020-11-15,12.656503808324755,8.848057677451026,0.5326396042433457
2020-11-22,10.714019755518843,7.400048564868724,0.48142937227315613
2020-11-29,6.478647497822863,3.3876575928857355,0.06720174848218653
2020-12-06,4.350428420445117,2.0594450489938323,1.9695505629023349
2020-12-13,4.704205523212731,2.9895987334415146,0.8212471784653615
2020-12-20,8.600342627853685,5.683981021325463,0.7785091289314607
2020-12-27,8.041662689904017,5.5431005436949015,3.7439112490925845
2020-12-31,4.648829467005613,2.6083806430529717,1.5025014899001077
2022-01-09,6.114149008285566,3.9685243516720123,3.6923667068142754
2022-01-16,4.0679480765268705,1.5353581163410417,0.07989971947063977
2022-01-23,5.306972055779205,3.300526928173471,0.7387353822350436
2022-01-30,5.913737397819204,3.5649202297557245,0.7176673254249255
2022-02-06,7.242387468841427,4.90428052322972,3.5362098079148994
2022-02-13,8.503780863108972,4.6516183326702025,0.7460580667622022
2022-02-20,11.170892365286432,7.647684439972448,3.0021761835156973
2022-02-27,8.95291184032603,4.891578099900988,1.2046604975718014
2022-03-06,7.615980101790707,2.199944815488819,0.0013877743163872751
2022-03-13,11.529554309891138,5.005688564258556,0.21165181278625497
2022-03-20,12.069413994546814,7.349130561365521,0.7204777983782469
2022-03-26,17.07288936593462,10.377587591222213,0
2022-04-03,9.096009308126916,5.356814169840851,2.1998700626143006
2022-04-10,10.749637648804056,6.917937638361598,4.366071133630916
2022-04-17,16.952033498898878,11.016912349453248,0.29164999930971736
2022-04-24,15.811218819518905,10.46453595376162,1.238550826706328
2022-05-01,15.543175736963576,10.386935148071672,1.5632160677659714
2022-05-08,19.142280864965976,13.225684995521263,1.4444779165741344
2022-05-15,23.18557230373725,17.03768148658558,1.4114209521977925
2022-05-22,24.855141149003938,18.539036907206384,1.949027253066278
2022-05-29,19.25675770036045,14.637961905418207,2.5161966480245046
2022-06-05,21.526287471544208,15.686893984261845,1.8025985160179256
2022-06-12,23.21116300651069,17.86719829089036,2.5499602790559788
2022-06-19,26.744333740006276,20.325278158680394,0.4260877462732683
2022-06-26,26.340423427961234,20.391808429133135,2.2470960421458104
2022-07-03,26.081163525750156,20.10651974232075,2.481394226382519
2022-07-10,22.775503391972077,17.893100536314947,1.038625122024021
2022-07-17,25.800700754972883,19.678025999896054,0.07892811797362369
2022-07-24,30.217821100216916,23.3759239206775,1.2110845983303589
2022-07-31,26.67595749000513,20.844117489485306,1.706251707728736
2022-08-07,28.128346884017763,21.869466237376074,1.516420020196071
2022-08-14,29.121321930481745,22.328414838071534,0.03989235328629155
2022-08-21,26.862797634279488,21.433793771772176,2.303413029297566
2022-08-28,26.94931556981714,21.128808876879777,1.8126903684397913
2022-09-04,24.354773343167682,18.4756749004378,0.7185515728706409
2022-09-11,23.495044804939266,18.2183330773006,3.5066649254793028
2022-09-18,18.75932371748658,14.492731945114848,5.1122178071478235
2022-09-25,16.677798722701798,11.638241308392292,1.2647680014920817
2022-10-02,14.57658084527627,10.639810427959661,5.410776401542041
2022-10-09,17.671300423423016,12.340724355671599,0.12106375704598897
2022-10-16,17.567835147005525,12.937326015218197,1.7530652353080889
2022-10-23,18.19900410714403,13.904569107718263,2.5238450031708726
2022-10-30,20.434713690972792,15.181784554964409,0.6002648426783359
2022-11-06,14.082531175804268,10.368685425576626,1.0359442811324704
2022-11-13,13.744009375638,9.523266071930667,0.36695644945294237
2022-11-20,9.378351436073164,6.226579007840642,3.3520338521066635
2022-11-27,8.288852941901947,5.258433516310068,1.1688335102564502
2022-12-04,4.4768733253480235,3.3300955380026283,0.8929255712871579
2022-12-11,2.731917005136863,1.1296066876189936,0.9233942690214594
2022-12-18,-1.21971040572851,-4.088995604550544,0.7074228657876264
2022-12-25,9.66799109579313,7.089671137432791,4.691425851728647
2022-12-31,12.069941748888395,8.871640048345494,2.48408849412553
